Filename,City,M0_IoU,M2_IoU
khartoum_138.tif,khartoum,0.038728,0.005861
khartoum_139.tif,khartoum,0.475628,0.646084
khartoum_14.tif,khartoum,0.532071,0.604184
khartoum_140.tif,khartoum,0.484543,0.586387
khartoum_141.tif,khartoum,0.488812,0.498866
khartoum_142.tif,khartoum,0.645217,0.725162
khartoum_143.tif,khartoum,0.468484,0.369072
khartoum_144.tif,khartoum,0.669672,0.838605
khartoum_145.tif,khartoum,0.956960,0.934192
khartoum_146.tif,khartoum,0.823590,0.485132
khartoum_15.tif,khartoum,0.549052,0.664332
khartoum_150.tif,khartoum,0.572866,0.643730
khartoum_151.tif,khartoum,0.522323,0.598062
khartoum_152.tif,khartoum,0.509061,0.586574
khartoum_153.tif,khartoum,0.520688,0.623692
khartoum_154.tif,khartoum,0.504212,0.629200
khartoum_155.tif,khartoum,0.717629,0.753821
khartoum_156.tif,khartoum,0.109595,0.825192
khartoum_157.tif,khartoum,0.582166,0.531427
khartoum_158.tif,khartoum,0.183297,0.796090
khartoum_159.tif,khartoum,0.000000,0.000000
khartoum_16.tif,khartoum,0.346404,0.499663
khartoum_160.tif,khartoum,0.259303,0.000000
khartoum_162.tif,khartoum,0.248533,0.007718
khartoum_164.tif,khartoum,0.000000,0.513158
khartoum_165.tif,khartoum,0.838977,0.850887
khartoum_166.tif,khartoum,0.629040,0.622726
khartoum_17.tif,khartoum,0.493687,0.445700
khartoum_175.tif,khartoum,0.000000,0.008788
khartoum_178.tif,khartoum,0.000000,0.000000
khartoum_179.tif,khartoum,0.098389,0.050509
khartoum_18.tif,khartoum,0.446163,0.302340
khartoum_180.tif,khartoum,0.631840,0.578555
khartoum_181.tif,khartoum,0.724801,0.783357
khartoum_182.tif,khartoum,0.647169,0.086483
khartoum_183.tif,khartoum,0.569616,0.431179
khartoum_184.tif,khartoum,0.618523,0.411844
khartoum_185.tif,khartoum,0.559052,0.855386
khartoum_186.tif,khartoum,0.950459,0.691630
khartoum_188.tif,khartoum,0.738826,0.603884
khartoum_189.tif,khartoum,0.771451,0.629177
khartoum_19.tif,khartoum,0.598630,0.583406
khartoum_190.tif,khartoum,0.744315,0.567721
khartoum_191.tif,khartoum,0.217647,0.302791
khartoum_193.tif,khartoum,0.445891,0.546951
khartoum_194.tif,khartoum,0.719991,0.571206
khartoum_195.tif,khartoum,0.762608,0.565315
khartoum_196.tif,khartoum,0.737743,0.597023
khartoum_197.tif,khartoum,0.622230,0.407365
khartoum_198.tif,khartoum,0.730455,0.678050
khartoum_199.tif,khartoum,0.611769,0.523715
khartoum_2.tif,khartoum,0.549071,0.452268
khartoum_20.tif,khartoum,0.453723,0.521854
khartoum_200.tif,khartoum,0.744615,0.561518
khartoum_201.tif,khartoum,0.787864,0.498422
khartoum_202.tif,khartoum,0.751633,0.412168
khartoum_203.tif,khartoum,0.679490,0.409074
khartoum_205.tif,khartoum,0.772361,0.538079
khartoum_206.tif,khartoum,0.840190,0.519431
khartoum_207.tif,khartoum,0.848435,0.532334
khartoum_208.tif,khartoum,0.815968,0.628439
khartoum_209.tif,khartoum,0.603556,0.122441
khartoum_21.tif,khartoum,0.601302,0.593109
khartoum_211.tif,khartoum,0.494768,0.494961
khartoum_212.tif,khartoum,0.534185,0.667047
khartoum_213.tif,khartoum,0.606674,0.664243
khartoum_214.tif,khartoum,0.617344,0.643943
khartoum_215.tif,khartoum,0.692490,0.684126
khartoum_216.tif,khartoum,0.290500,0.551938
khartoum_217.tif,khartoum,0.760260,0.401297
khartoum_218.tif,khartoum,0.655940,0.527718
khartoum_219.tif,khartoum,0.769759,0.643502
khartoum_22.tif,khartoum,0.492425,0.597675
khartoum_220.tif,khartoum,0.843586,0.607262
khartoum_221.tif,khartoum,0.682035,0.344933
khartoum_222.tif,khartoum,0.697338,0.737999
khartoum_223.tif,khartoum,0.643507,0.515570
khartoum_224.tif,khartoum,0.638863,0.579343
khartoum_225.tif,khartoum,0.733807,0.496878
khartoum_226.tif,khartoum,0.774233,0.536963
khartoum_227.tif,khartoum,0.730395,0.525670
khartoum_228.tif,khartoum,0.558520,0.605583
khartoum_229.tif,khartoum,0.672379,0.670854
khartoum_23.tif,khartoum,0.438639,0.466345
khartoum_230.tif,khartoum,0.828043,0.635184
khartoum_231.tif,khartoum,0.838667,0.603448
khartoum_233.tif,khartoum,0.787412,0.510636
khartoum_234.tif,khartoum,0.740319,0.417446
khartoum_235.tif,khartoum,0.696251,0.333595
khartoum_236.tif,khartoum,0.658785,0.561882
khartoum_237.tif,khartoum,0.767516,0.515720
khartoum_238.tif,khartoum,0.634155,0.583610
khartoum_239.tif,khartoum,0.595970,0.609508
khartoum_24.tif,khartoum,0.566097,0.623867
khartoum_240.tif,khartoum,0.502972,0.599523
khartoum_241.tif,khartoum,0.640202,0.643392
khartoum_244.tif,khartoum,0.664086,0.422626
khartoum_245.tif,khartoum,0.678271,0.518634
khartoum_246.tif,khartoum,0.687520,0.223768
khartoum_247.tif,khartoum,0.775555,0.207386
khartoum_248.tif,khartoum,0.798751,0.423476
khartoum_249.tif,khartoum,0.591271,0.624425
khartoum_25.tif,khartoum,0.565164,0.669947
khartoum_250.tif,khartoum,0.553316,0.569480
khartoum_251.tif,khartoum,0.530672,0.615583
khartoum_253.tif,khartoum,0.000000,0.011586
khartoum_254.tif,khartoum,0.420375,0.490150
khartoum_255.tif,khartoum,0.653648,0.347041
khartoum_256.tif,khartoum,0.586541,0.579677
khartoum_257.tif,khartoum,0.614948,0.675157
khartoum_258.tif,khartoum,0.571386,0.688150
khartoum_259.tif,khartoum,0.674906,0.652263
khartoum_26.tif,khartoum,0.546497,0.644797
khartoum_260.tif,khartoum,0.593660,0.663951
khartoum_261.tif,khartoum,0.393165,0.499378
khartoum_262.tif,khartoum,0.487754,0.578810
khartoum_263.tif,khartoum,0.245695,0.045857
khartoum_266.tif,khartoum,0.482862,0.519229
khartoum_267.tif,khartoum,0.671328,0.347498
khartoum_268.tif,khartoum,0.742673,0.436448
khartoum_269.tif,khartoum,0.561371,0.594518
khartoum_27.tif,khartoum,0.560054,0.441842
khartoum_270.tif,khartoum,0.559086,0.544030
khartoum_271.tif,khartoum,0.616432,0.626624
khartoum_272.tif,khartoum,0.587599,0.645490
khartoum_273.tif,khartoum,0.330720,0.359737
khartoum_274.tif,khartoum,0.280513,0.482189
khartoum_275.tif,khartoum,0.000000,0.019537
khartoum_277.tif,khartoum,0.327881,0.576224
khartoum_278.tif,khartoum,0.509176,0.628052
khartoum_279.tif,khartoum,0.000000,0.827595
khartoum_28.tif,khartoum,0.675383,0.541816
khartoum_280.tif,khartoum,0.876865,0.793159
khartoum_281.tif,khartoum,0.504752,0.684388
khartoum_282.tif,khartoum,0.563992,0.632418
khartoum_283.tif,khartoum,0.415843,0.511438
khartoum_284.tif,khartoum,0.469564,0.759066
khartoum_285.tif,khartoum,0.574216,0.709536
khartoum_287.tif,khartoum,0.780926,0.724534
khartoum_288.tif,khartoum,0.165098,0.363715
khartoum_289.tif,khartoum,0.000000,0.055784
khartoum_290.tif,khartoum,0.258061,0.658964
khartoum_291.tif,khartoum,0.280282,0.608219
khartoum_294.tif,khartoum,0.567262,0.595787
khartoum_295.tif,khartoum,0.623081,0.622023
khartoum_296.tif,khartoum,0.733475,0.722686
khartoum_297.tif,khartoum,0.756170,0.678996
khartoum_298.tif,khartoum,0.770628,0.760742
khartoum_299.tif,khartoum,0.777420,0.859598
khartoum_30.tif,khartoum,0.763132,0.708773
khartoum_300.tif,khartoum,0.808854,0.732511
khartoum_301.tif,khartoum,0.868093,0.750372
khartoum_302.tif,khartoum,0.517985,0.328048
khartoum_303.tif,khartoum,0.466925,0.577852
khartoum_304.tif,khartoum,0.576117,0.625984
khartoum_305.tif,khartoum,0.734217,0.622762
khartoum_306.tif,khartoum,0.840090,0.733491
khartoum_307.tif,khartoum,0.669882,0.485047
khartoum_309.tif,khartoum,0.220152,0.524979
khartoum_31.tif,khartoum,0.803066,0.345442
khartoum_310.tif,khartoum,0.099222,0.117268
khartoum_311.tif,khartoum,0.303915,0.372115
khartoum_312.tif,khartoum,0.291747,0.391961
khartoum_316.tif,khartoum,0.532985,0.196317
khartoum_318.tif,khartoum,0.610861,0.529220
khartoum_319.tif,khartoum,0.596601,0.625715
khartoum_320.tif,khartoum,0.790598,0.793632
khartoum_321.tif,khartoum,0.739158,0.701869
khartoum_322.tif,khartoum,0.688047,0.493760
khartoum_323.tif,khartoum,0.637532,0.559286
khartoum_324.tif,khartoum,0.752353,0.769347
khartoum_325.tif,khartoum,0.747690,0.631822
khartoum_326.tif,khartoum,0.812048,0.399503
khartoum_327.tif,khartoum,0.835295,0.812392
khartoum_328.tif,khartoum,0.727918,0.637373
khartoum_329.tif,khartoum,0.592604,0.504236
khartoum_33.tif,khartoum,0.553739,0.699316
khartoum_330.tif,khartoum,0.727806,0.377687
khartoum_331.tif,khartoum,0.685793,0.457943
khartoum_333.tif,khartoum,0.487748,0.160944
khartoum_334.tif,khartoum,0.346355,0.055375
khartoum_335.tif,khartoum,0.637581,0.641379
khartoum_338.tif,khartoum,0.722294,0.826583
khartoum_339.tif,khartoum,0.726247,0.713910
khartoum_34.tif,khartoum,0.655153,0.705149
khartoum_340.tif,khartoum,0.387818,0.341608
khartoum_341.tif,khartoum,0.366628,0.486820
khartoum_342.tif,khartoum,0.677229,0.702396
khartoum_343.tif,khartoum,0.744623,0.415982
khartoum_344.tif,khartoum,0.555369,0.640401
khartoum_345.tif,khartoum,0.732724,0.675862
khartoum_346.tif,khartoum,0.627564,0.582717
khartoum_347.tif,khartoum,0.000000,0.159574
khartoum_348.tif,khartoum,0.705519,0.720171
khartoum_349.tif,khartoum,0.739421,0.581798
khartoum_35.tif,khartoum,0.562436,0.586247
khartoum_350.tif,khartoum,0.759635,0.784713
khartoum_351.tif,khartoum,0.816804,0.796272
khartoum_352.tif,khartoum,0.694697,0.763091
khartoum_353.tif,khartoum,0.671629,0.676855
khartoum_354.tif,khartoum,0.580792,0.586481
khartoum_355.tif,khartoum,0.736425,0.782428
khartoum_356.tif,khartoum,0.837908,0.871885
khartoum_357.tif,khartoum,0.783513,0.803343
khartoum_358.tif,khartoum,0.811178,0.846063
khartoum_36.tif,khartoum,0.577526,0.691677
khartoum_360.tif,khartoum,0.775007,0.607338
khartoum_362.tif,khartoum,0.599871,0.495730
khartoum_363.tif,khartoum,0.623726,0.515943
khartoum_364.tif,khartoum,0.536961,0.441266
khartoum_365.tif,khartoum,0.622873,0.656324
khartoum_367.tif,khartoum,0.160280,0.295655
khartoum_368.tif,khartoum,0.474693,0.528912
khartoum_369.tif,khartoum,0.297864,0.417991
khartoum_37.tif,khartoum,0.553663,0.643166
khartoum_370.tif,khartoum,0.126641,0.016499
khartoum_375.tif,khartoum,0.858258,0.851852
khartoum_376.tif,khartoum,0.856722,0.849825
khartoum_377.tif,khartoum,0.431613,0.342309
khartoum_378.tif,khartoum,0.678512,0.737979
khartoum_379.tif,khartoum,0.710877,0.636034
khartoum_38.tif,khartoum,0.588089,0.618623
khartoum_380.tif,khartoum,0.607456,0.651790
khartoum_381.tif,khartoum,0.662222,0.676160
khartoum_382.tif,khartoum,0.608491,0.668277
khartoum_383.tif,khartoum,0.791350,0.775058
khartoum_384.tif,khartoum,0.506103,0.555045
khartoum_385.tif,khartoum,0.711296,0.575178
khartoum_386.tif,khartoum,0.631956,0.515422
khartoum_387.tif,khartoum,0.553181,0.423263
khartoum_388.tif,khartoum,0.673524,0.677341
khartoum_389.tif,khartoum,0.479953,0.400673
khartoum_390.tif,khartoum,0.690952,0.628459
khartoum_391.tif,khartoum,0.789076,0.720383
khartoum_392.tif,khartoum,0.686166,0.613367
khartoum_393.tif,khartoum,0.163332,0.539810
khartoum_394.tif,khartoum,0.850318,0.793431
khartoum_395.tif,khartoum,0.749996,0.647438
khartoum_396.tif,khartoum,0.774514,0.691998
khartoum_397.tif,khartoum,0.844835,0.743455
khartoum_398.tif,khartoum,0.651971,0.668335
khartoum_399.tif,khartoum,0.794339,0.714388
khartoum_4.tif,khartoum,0.458891,0.360317
khartoum_40.tif,khartoum,0.729988,0.557977
khartoum_400.tif,khartoum,0.808523,0.407158
khartoum_401.tif,khartoum,0.857865,0.806811
khartoum_402.tif,khartoum,0.855911,0.834971
khartoum_403.tif,khartoum,0.735882,0.860170
khartoum_404.tif,khartoum,0.856001,0.775104
khartoum_405.tif,khartoum,0.742359,0.778756
khartoum_406.tif,khartoum,0.699699,0.723192
khartoum_407.tif,khartoum,0.806556,0.844429
khartoum_408.tif,khartoum,0.432518,0.840239
khartoum_409.tif,khartoum,0.656099,0.742399
khartoum_411.tif,khartoum,0.628404,0.659181
khartoum_412.tif,khartoum,0.486185,0.509984
khartoum_413.tif,khartoum,0.526734,0.481103
khartoum_414.tif,khartoum,0.369523,0.124625
khartoum_415.tif,khartoum,0.570322,0.512802
khartoum_416.tif,khartoum,0.600828,0.413014
khartoum_417.tif,khartoum,0.840830,0.631483
khartoum_418.tif,khartoum,0.091952,0.112030
khartoum_419.tif,khartoum,0.000000,0.000000
khartoum_42.tif,khartoum,0.565450,0.543467
khartoum_423.tif,khartoum,0.591667,0.670588
khartoum_425.tif,khartoum,0.828671,0.807697
khartoum_426.tif,khartoum,0.669048,0.832585
khartoum_427.tif,khartoum,0.433592,0.399007
khartoum_428.tif,khartoum,0.530719,0.509734
khartoum_429.tif,khartoum,0.417346,0.481134
khartoum_43.tif,khartoum,0.581789,0.621783
khartoum_430.tif,khartoum,0.671600,0.537020
khartoum_431.tif,khartoum,0.618279,0.647151
khartoum_432.tif,khartoum,0.752339,0.602295
khartoum_433.tif,khartoum,0.649303,0.618764
khartoum_434.tif,khartoum,0.677174,0.556382
khartoum_435.tif,khartoum,0.562476,0.485505
khartoum_436.tif,khartoum,0.610378,0.580626
khartoum_437.tif,khartoum,0.506520,0.475662
khartoum_438.tif,khartoum,0.627421,0.651628
khartoum_439.tif,khartoum,0.772767,0.701869
khartoum_44.tif,khartoum,0.587219,0.698896
khartoum_440.tif,khartoum,0.430492,0.320919
khartoum_441.tif,khartoum,0.360730,0.633873
khartoum_442.tif,khartoum,0.607841,0.571541
khartoum_445.tif,khartoum,0.711352,0.657111
khartoum_446.tif,khartoum,0.193985,0.688741
khartoum_447.tif,khartoum,0.595810,0.514908
khartoum_448.tif,khartoum,0.523905,0.412741
khartoum_449.tif,khartoum,0.426958,0.369264
khartoum_45.tif,khartoum,0.555556,0.668226
khartoum_450.tif,khartoum,0.874683,0.716327
khartoum_451.tif,khartoum,0.833559,0.797449
khartoum_452.tif,khartoum,0.817307,0.827295
khartoum_453.tif,khartoum,0.873754,0.843211
khartoum_454.tif,khartoum,0.722252,0.627026
khartoum_455.tif,khartoum,0.769381,0.699734
khartoum_456.tif,khartoum,0.860262,0.772008
khartoum_457.tif,khartoum,0.888578,0.831870
khartoum_458.tif,khartoum,0.528718,0.799751
khartoum_459.tif,khartoum,0.523362,0.745887
khartoum_46.tif,khartoum,0.533119,0.534259
khartoum_460.tif,khartoum,0.745854,0.776638
khartoum_461.tif,khartoum,0.827999,0.767347
khartoum_462.tif,khartoum,0.777685,0.789096
khartoum_463.tif,khartoum,0.626967,0.680430
khartoum_464.tif,khartoum,0.613309,0.649633
khartoum_465.tif,khartoum,0.643234,0.119495
khartoum_468.tif,khartoum,0.297680,0.442301
khartoum_469.tif,khartoum,0.565378,0.683323
khartoum_47.tif,khartoum,0.471097,0.638047
khartoum_470.tif,khartoum,0.633365,0.559573
khartoum_471.tif,khartoum,0.578099,0.577363
khartoum_472.tif,khartoum,0.395569,0.540557
khartoum_474.tif,khartoum,0.113670,0.039802
khartoum_475.tif,khartoum,0.377843,0.092541
khartoum_48.tif,khartoum,0.705167,0.589620
khartoum_481.tif,khartoum,0.038627,0.393258
khartoum_483.tif,khartoum,0.565658,0.674110
khartoum_484.tif,khartoum,0.410664,0.523433
khartoum_486.tif,khartoum,0.640674,0.540791
khartoum_487.tif,khartoum,0.728926,0.732915
khartoum_488.tif,khartoum,0.789533,0.681393
khartoum_489.tif,khartoum,0.793948,0.708103
khartoum_49.tif,khartoum,0.734571,0.557946
khartoum_490.tif,khartoum,0.661150,0.591711
khartoum_491.tif,khartoum,0.501849,0.385081
khartoum_492.tif,khartoum,0.252922,0.541888
khartoum_493.tif,khartoum,0.220630,0.210235
khartoum_494.tif,khartoum,0.533689,0.423167
khartoum_495.tif,khartoum,0.199900,0.286543
khartoum_496.tif,khartoum,0.576351,0.736557
khartoum_5.tif,khartoum,0.350737,0.283324
khartoum_50.tif,khartoum,0.807212,0.794065
khartoum_500.tif,khartoum,0.558709,0.432786
khartoum_501.tif,khartoum,0.590118,0.669910
khartoum_502.tif,khartoum,0.488762,0.543862
khartoum_503.tif,khartoum,0.626460,0.453483
khartoum_504.tif,khartoum,0.614143,0.470088
khartoum_505.tif,khartoum,0.739815,0.666212
khartoum_506.tif,khartoum,0.746701,0.651561
khartoum_507.tif,khartoum,0.802439,0.808263
khartoum_508.tif,khartoum,0.846788,0.839257
khartoum_509.tif,khartoum,0.768106,0.745455
khartoum_510.tif,khartoum,0.817996,0.820467
khartoum_511.tif,khartoum,0.815216,0.687163
khartoum_512.tif,khartoum,0.664956,0.218091
khartoum_513.tif,khartoum,0.682191,0.633699
khartoum_514.tif,khartoum,0.864316,0.823283
khartoum_515.tif,khartoum,0.827788,0.836720
khartoum_516.tif,khartoum,0.535835,0.533620
khartoum_517.tif,khartoum,0.572567,0.569420
khartoum_518.tif,khartoum,0.736887,0.713406
khartoum_519.tif,khartoum,0.235244,0.551815
khartoum_52.tif,khartoum,0.598450,0.661086
khartoum_521.tif,khartoum,0.652215,0.707842
khartoum_522.tif,khartoum,0.674491,0.696421
khartoum_523.tif,khartoum,0.578048,0.526486
khartoum_524.tif,khartoum,0.573237,0.620890
khartoum_525.tif,khartoum,0.620868,0.709239
khartoum_526.tif,khartoum,0.528568,0.709895
khartoum_527.tif,khartoum,0.581556,0.635991
khartoum_528.tif,khartoum,0.542151,0.593755
khartoum_529.tif,khartoum,0.515393,0.527134
khartoum_53.tif,khartoum,0.674524,0.620864
khartoum_530.tif,khartoum,0.408656,0.224937
khartoum_532.tif,khartoum,0.586952,0.515170
khartoum_533.tif,khartoum,0.396191,0.570100
khartoum_534.tif,khartoum,0.314340,0.526800
khartoum_535.tif,khartoum,0.274492,0.502462
khartoum_536.tif,khartoum,0.432125,0.373928
khartoum_537.tif,khartoum,0.854242,0.865406
khartoum_538.tif,khartoum,0.557598,0.546834
khartoum_539.tif,khartoum,0.583456,0.529733
khartoum_54.tif,khartoum,0.572213,0.635324
khartoum_540.tif,khartoum,0.526489,0.620361
khartoum_542.tif,khartoum,0.000000,0.012904
khartoum_543.tif,khartoum,0.000000,0.016770
khartoum_544.tif,khartoum,0.285828,0.549385
khartoum_545.tif,khartoum,0.400289,0.333534
khartoum_546.tif,khartoum,0.675572,0.656691
khartoum_547.tif,khartoum,0.800936,0.621633
khartoum_548.tif,khartoum,0.635716,0.538623
khartoum_549.tif,khartoum,0.508592,0.509644
khartoum_55.tif,khartoum,0.566865,0.601827
khartoum_550.tif,khartoum,0.578727,0.543840
khartoum_551.tif,khartoum,0.660575,0.580249
khartoum_552.tif,khartoum,0.773762,0.542067
khartoum_553.tif,khartoum,0.669694,0.483194
khartoum_554.tif,khartoum,0.766077,0.603212
khartoum_555.tif,khartoum,0.737618,0.641569
khartoum_556.tif,khartoum,0.559654,0.542679
khartoum_557.tif,khartoum,0.554777,0.595974
khartoum_558.tif,khartoum,0.500699,0.000000
khartoum_56.tif,khartoum,0.583180,0.691421
khartoum_560.tif,khartoum,0.581536,0.606434
khartoum_561.tif,khartoum,0.753294,0.701017
khartoum_562.tif,khartoum,0.508209,0.528672
khartoum_563.tif,khartoum,0.822008,0.725842
khartoum_564.tif,khartoum,0.810379,0.681622
khartoum_565.tif,khartoum,0.854033,0.836138
khartoum_566.tif,khartoum,0.655458,0.577050
khartoum_567.tif,khartoum,0.950416,0.942488
khartoum_568.tif,khartoum,0.959727,0.957280
khartoum_569.tif,khartoum,0.924968,0.923423
khartoum_57.tif,khartoum,0.486527,0.398818
khartoum_570.tif,khartoum,0.779689,0.804270
khartoum_571.tif,khartoum,0.846963,0.857767
khartoum_572.tif,khartoum,0.774981,0.739857
khartoum_573.tif,khartoum,0.626194,0.723324
khartoum_574.tif,khartoum,0.546690,0.690682
khartoum_575.tif,khartoum,0.688501,0.686457
khartoum_576.tif,khartoum,0.919909,0.885751
khartoum_577.tif,khartoum,0.728377,0.585060
khartoum_578.tif,khartoum,0.537162,0.487513
khartoum_579.tif,khartoum,0.641591,0.821797
khartoum_58.tif,khartoum,0.297002,0.340274
khartoum_580.tif,khartoum,0.658853,0.617290
khartoum_581.tif,khartoum,0.481507,0.529874
khartoum_582.tif,khartoum,0.606167,0.621718
khartoum_583.tif,khartoum,0.580356,0.644647
khartoum_584.tif,khartoum,0.590488,0.622427
khartoum_586.tif,khartoum,0.508834,0.513483
khartoum_587.tif,khartoum,0.535588,0.632575
khartoum_588.tif,khartoum,0.481220,0.585158
khartoum_589.tif,khartoum,0.517700,0.541208
khartoum_59.tif,khartoum,0.319625,0.263722
khartoum_590.tif,khartoum,0.500944,0.476933
khartoum_591.tif,khartoum,0.538798,0.531574
khartoum_592.tif,khartoum,0.565287,0.496450
khartoum_593.tif,khartoum,0.000000,0.053109
khartoum_594.tif,khartoum,0.570854,0.036755
khartoum_595.tif,khartoum,0.410134,0.534863
khartoum_596.tif,khartoum,0.635943,0.480194
khartoum_597.tif,khartoum,0.591596,0.327268
khartoum_598.tif,khartoum,0.338165,0.619232
khartoum_599.tif,khartoum,0.487169,0.589504
khartoum_6.tif,khartoum,0.587669,0.406707
khartoum_60.tif,khartoum,0.278373,0.468472
khartoum_600.tif,khartoum,0.537380,0.473676
khartoum_601.tif,khartoum,0.612797,0.640681
khartoum_602.tif,khartoum,0.748672,0.654321
khartoum_603.tif,khartoum,0.725294,0.638448
khartoum_604.tif,khartoum,0.755341,0.582418
khartoum_605.tif,khartoum,0.723846,0.592413
khartoum_606.tif,khartoum,0.634267,0.688513
khartoum_607.tif,khartoum,0.627122,0.678180
khartoum_608.tif,khartoum,0.789485,0.687528
khartoum_609.tif,khartoum,0.796383,0.738832
khartoum_61.tif,khartoum,0.532073,0.587443
khartoum_610.tif,khartoum,0.854556,0.849067
khartoum_611.tif,khartoum,0.000000,0.000000
khartoum_612.tif,khartoum,0.000000,0.331196
khartoum_614.tif,khartoum,0.703060,0.649694
khartoum_615.tif,khartoum,0.420541,0.465139
khartoum_616.tif,khartoum,0.634263,0.538994
khartoum_617.tif,khartoum,0.661851,0.351743
khartoum_618.tif,khartoum,0.683488,0.423146
khartoum_619.tif,khartoum,0.807726,0.621685
khartoum_62.tif,khartoum,0.865919,0.805717
khartoum_620.tif,khartoum,0.875423,0.774394
khartoum_621.tif,khartoum,0.861864,0.810218
khartoum_622.tif,khartoum,0.838347,0.831405
khartoum_623.tif,khartoum,0.773988,0.756711
khartoum_624.tif,khartoum,0.910971,0.716411
khartoum_625.tif,khartoum,0.850069,0.720755
khartoum_626.tif,khartoum,0.752989,0.721341
khartoum_627.tif,khartoum,0.834057,0.816749
khartoum_628.tif,khartoum,0.835654,0.861719
khartoum_629.tif,khartoum,0.680972,0.736165
khartoum_63.tif,khartoum,0.834402,0.408047
khartoum_630.tif,khartoum,0.663260,0.670957
khartoum_631.tif,khartoum,0.430662,0.536436
khartoum_632.tif,khartoum,0.622069,0.878202
khartoum_633.tif,khartoum,0.147476,0.011338
khartoum_634.tif,khartoum,0.777793,0.617612
khartoum_636.tif,khartoum,0.520621,0.572276
khartoum_637.tif,khartoum,0.541610,0.714219
khartoum_638.tif,khartoum,0.559326,0.603654
khartoum_639.tif,khartoum,0.690395,0.644272
khartoum_64.tif,khartoum,0.549109,0.351554
khartoum_640.tif,khartoum,0.586662,0.610430
khartoum_641.tif,khartoum,0.625121,0.673624
khartoum_642.tif,khartoum,0.632944,0.647132
khartoum_643.tif,khartoum,0.582648,0.592633
khartoum_644.tif,khartoum,0.491666,0.580150
khartoum_645.tif,khartoum,0.442803,0.546320
khartoum_646.tif,khartoum,0.600947,0.594729
khartoum_647.tif,khartoum,0.482962,0.525493
khartoum_648.tif,khartoum,0.505156,0.583513
khartoum_649.tif,khartoum,0.534161,0.603360
khartoum_65.tif,khartoum,0.533109,0.618409
khartoum_650.tif,khartoum,0.369069,0.645973
khartoum_651.tif,khartoum,0.405365,0.467894
khartoum_652.tif,khartoum,0.479495,0.460257
khartoum_653.tif,khartoum,0.455348,0.532892
khartoum_654.tif,khartoum,0.371458,0.428115
khartoum_655.tif,khartoum,0.266126,0.313743
khartoum_656.tif,khartoum,0.495941,0.227769
khartoum_658.tif,khartoum,0.305839,0.291048
khartoum_659.tif,khartoum,0.561318,0.623382
khartoum_66.tif,khartoum,0.517004,0.612914
khartoum_660.tif,khartoum,0.602082,0.438989
khartoum_661.tif,khartoum,0.279655,0.436296
khartoum_662.tif,khartoum,0.406121,0.472178
khartoum_663.tif,khartoum,0.599300,0.463182
khartoum_664.tif,khartoum,0.671118,0.570672
khartoum_665.tif,khartoum,0.800993,0.680129
khartoum_666.tif,khartoum,0.688463,0.643263
khartoum_667.tif,khartoum,0.734376,0.542207
khartoum_668.tif,khartoum,0.671267,0.639128
khartoum_669.tif,khartoum,0.561978,0.564749
khartoum_67.tif,khartoum,0.578797,0.680766
khartoum_670.tif,khartoum,0.514331,0.600458
khartoum_671.tif,khartoum,0.572818,0.627975
khartoum_672.tif,khartoum,0.560038,0.620787
khartoum_673.tif,khartoum,0.694172,0.585698
khartoum_674.tif,khartoum,0.503476,0.821549
khartoum_675.tif,khartoum,0.564393,0.775364
khartoum_676.tif,khartoum,0.496113,0.494771
khartoum_677.tif,khartoum,0.678123,0.709808
khartoum_678.tif,khartoum,0.475077,0.624037
khartoum_679.tif,khartoum,0.735909,0.608681
khartoum_68.tif,khartoum,0.578629,0.572437
khartoum_680.tif,khartoum,0.454036,0.459444
khartoum_681.tif,khartoum,0.257197,0.493502
khartoum_682.tif,khartoum,0.161837,0.344386
khartoum_683.tif,khartoum,0.622629,0.647208
khartoum_684.tif,khartoum,0.297822,0.390991
khartoum_687.tif,khartoum,0.257895,0.394518
khartoum_688.tif,khartoum,0.796194,0.867394
khartoum_689.tif,khartoum,0.631713,0.684139
khartoum_69.tif,khartoum,0.644199,0.671527
khartoum_690.tif,khartoum,0.596561,0.640877
khartoum_691.tif,khartoum,0.635234,0.622547
khartoum_692.tif,khartoum,0.643652,0.569422
khartoum_693.tif,khartoum,0.781402,0.725656
khartoum_694.tif,khartoum,0.839653,0.822467
khartoum_695.tif,khartoum,0.793535,0.801495
khartoum_696.tif,khartoum,0.816002,0.784668
khartoum_697.tif,khartoum,0.916183,0.904108
khartoum_698.tif,khartoum,0.808053,0.763303
khartoum_699.tif,khartoum,0.843802,0.818080
khartoum_7.tif,khartoum,0.629261,0.657394
khartoum_70.tif,khartoum,0.546331,0.640197
khartoum_700.tif,khartoum,0.800233,0.822774
khartoum_701.tif,khartoum,0.347699,0.770654
khartoum_702.tif,khartoum,0.835826,0.862194
khartoum_703.tif,khartoum,0.556873,0.182503
khartoum_704.tif,khartoum,0.353318,0.703578
khartoum_705.tif,khartoum,0.622405,0.592932
khartoum_706.tif,khartoum,0.578318,0.615166
khartoum_707.tif,khartoum,0.561267,0.542158
khartoum_708.tif,khartoum,0.515445,0.619858
khartoum_709.tif,khartoum,0.647310,0.643273
khartoum_71.tif,khartoum,0.510789,0.531125
khartoum_710.tif,khartoum,0.643890,0.608346
khartoum_711.tif,khartoum,0.533606,0.563476
khartoum_712.tif,khartoum,0.439583,0.441621
