n_images,Precision_micro,Recall_micro,F1_micro,Pred_GT_area_ratio,FP_GT_ratio,FN_GT_ratio,mIoU_image_avg,F1_image_avg,method,seed
7902,84.4333328892741,85.89994697653425,85.16032596747522,1.0173700840304796,0.15837061426513704,0.14100053023465745,75.40692667223475,83.42123996476948,HL-Residual,42
7902,84.4333328892741,85.89994697653425,85.16032596747522,1.0173700840304796,0.15837061426513704,0.14100053023465745,75.40692667223475,83.42123996476948,HL-Residual,123
7902,84.4333328892741,85.89994697653425,85.16032596747522,1.0173700840304796,0.15837061426513704,0.14100053023465745,75.40692667223475,83.42123996476948,HL-Residual,456
7902,82.63248448531071,87.37137764568388,84.93588224724124,1.0573490339772562,0.18363525752041734,0.12628622354316119,74.852412580989,83.08486867105967,Prompt-free LoRA,42
7902,82.63248448531071,87.37137764568388,84.93588224724124,1.0573490339772562,0.18363525752041734,0.12628622354316119,74.852412580989,83.08486867105967,Prompt-free LoRA,123
7902,82.63248448531071,87.37137764568388,84.93588224724124,1.0573490339772562,0.18363525752041734,0.12628622354316119,74.852412580989,83.08486867105967,Prompt-free LoRA,456
7902,78.14968777599455,62.28614688570042,69.32194968062397,0.7970108219016203,0.174149353044616,0.3771385311429957,61.066786245359694,69.96164658962333,UNetFormer-style ResNet34,42
7902,77.94136049552829,58.294748947905326,66.7014356370994,0.7479308620902231,0.1649833726111698,0.41705251052094666,57.289210985562974,65.7852688873982,UNetFormer-style ResNet34,123
7902,85.08046302126868,56.149611504568206,67.65180803468402,0.6599589319410702,0.09846281689538822,0.4385038849543179,60.63743564655377,68.78518689188164,UNetFormer-style ResNet34,456
