image_id,method,model_name,seed,tp,fp,fn,pred_area,gt_area,iou,f1
kitsap_2,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_20,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_200,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2000,HL-Residual,hl_residual_v2,456,148,18,15,166,163,0.8176795580110497,0.8996960486322189
kitsap_2001,HL-Residual,hl_residual_v2,456,13265,2776,270,16041,13535,0.8132548586843235,0.8970110900730321
kitsap_2002,HL-Residual,hl_residual_v2,456,1113,78,121,1191,1234,0.8483231707317073,0.917938144329897
kitsap_2003,HL-Residual,hl_residual_v2,456,332,137,13,469,345,0.6887966804979253,0.8157248157248157
kitsap_2004,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2005,HL-Residual,hl_residual_v2,456,2165,402,969,2567,3134,0.6122737556561086,0.7595158744079986
kitsap_2006,HL-Residual,hl_residual_v2,456,3781,1254,303,5035,4084,0.7083177219932559,0.8292575940344336
kitsap_2007,HL-Residual,hl_residual_v2,456,8166,1414,760,9580,8926,0.7897485493230174,0.8825245866205554
kitsap_2008,HL-Residual,hl_residual_v2,456,4787,953,393,5740,5180,0.7805315506277515,0.8767399267399267
kitsap_2009,HL-Residual,hl_residual_v2,456,126,0,382,126,508,0.24803149606299213,0.39747634069400634
kitsap_201,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2010,HL-Residual,hl_residual_v2,456,103,42,49,145,152,0.5309278350515464,0.6936026936026936
kitsap_2011,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2012,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2013,HL-Residual,hl_residual_v2,456,0,0,145,0,145,0.0,0.0
kitsap_2014,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2015,HL-Residual,hl_residual_v2,456,0,230,796,230,796,0.0,0.0
kitsap_2016,HL-Residual,hl_residual_v2,456,4117,459,2481,4576,6598,0.583392376363894,0.7368892070878826
kitsap_2017,HL-Residual,hl_residual_v2,456,7339,1936,1418,9275,8757,0.6863368558870289,0.8139973380656611
kitsap_2018,HL-Residual,hl_residual_v2,456,1609,131,195,1740,1804,0.8315245478036176,0.9080135440180587
kitsap_2019,HL-Residual,hl_residual_v2,456,0,220,0,220,0,0.0,0.0
kitsap_202,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2020,HL-Residual,hl_residual_v2,456,8802,1251,119,10053,8921,0.8653165552497051,0.9277959312743754
kitsap_2021,HL-Residual,hl_residual_v2,456,0,0,81,0,81,0.0,0.0
kitsap_2022,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2023,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2024,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2025,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2026,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2027,HL-Residual,hl_residual_v2,456,13917,1393,512,15310,14429,0.8795980280621919,0.9359427015030768
kitsap_2028,HL-Residual,hl_residual_v2,456,10009,1603,1013,11612,11022,0.7927920792079208,0.8844216665193956
kitsap_2029,HL-Residual,hl_residual_v2,456,10451,2715,866,13166,11317,0.7447976054732041,0.853735244863783
kitsap_203,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2030,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2031,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2032,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2033,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2034,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2035,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2036,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2037,HL-Residual,hl_residual_v2,456,7734,1958,1271,9692,9005,0.7054638328924564,0.8272984970850938
kitsap_2038,HL-Residual,hl_residual_v2,456,6869,636,1254,7505,8123,0.7842219431441946,0.8790632198617865
kitsap_2039,HL-Residual,hl_residual_v2,456,5097,793,248,5890,5345,0.8304007820136853,0.9073431241655541
kitsap_204,HL-Residual,hl_residual_v2,456,9315,1708,963,11023,10278,0.777156682796596,0.8746068259706117
kitsap_2040,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2041,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2042,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2043,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2044,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2045,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2046,HL-Residual,hl_residual_v2,456,0,0,54,0,54,0.0,0.0
kitsap_2047,HL-Residual,hl_residual_v2,456,8939,2462,766,11401,9705,0.7346922002136927,0.8470577087084241
kitsap_2048,HL-Residual,hl_residual_v2,456,15122,2005,923,17127,16045,0.8377839335180055,0.9117327866875679
kitsap_2049,HL-Residual,hl_residual_v2,456,15346,3811,1528,19157,16874,0.7418902586415277,0.8518220421303877
kitsap_205,HL-Residual,hl_residual_v2,456,20072,1958,3094,22030,23166,0.7989173698455659,0.8882201964775643
kitsap_2050,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2051,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2052,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2053,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2054,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2055,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2056,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2057,HL-Residual,hl_residual_v2,456,3398,1377,1291,4775,4689,0.5601714474118035,0.7180896027049873
kitsap_2058,HL-Residual,hl_residual_v2,456,10159,1320,456,11479,10615,0.8511939673229996,0.9196161853896986
kitsap_2059,HL-Residual,hl_residual_v2,456,6452,2539,664,8991,7116,0.6682547902641118,0.8011423604643944
kitsap_206,HL-Residual,hl_residual_v2,456,28072,3505,4321,31577,32393,0.7819934258175943,0.8776614037830233
kitsap_2060,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2061,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2062,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2063,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2064,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2065,HL-Residual,hl_residual_v2,456,2671,882,152,3553,2823,0.7209176788124156,0.8378293601003765
kitsap_2066,HL-Residual,hl_residual_v2,456,2002,314,351,2316,2353,0.7506561679790026,0.8575712143928036
kitsap_2067,HL-Residual,hl_residual_v2,456,9304,1745,690,11049,9994,0.7925717693159554,0.8842845601862852
kitsap_2068,HL-Residual,hl_residual_v2,456,5903,1034,678,6937,6581,0.7751805646749835,0.8733540464565764
kitsap_2069,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_207,HL-Residual,hl_residual_v2,456,30306,3204,2508,33510,32814,0.8414126270198234,0.9138773294734938
kitsap_2070,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
kitsap_2071,HL-Residual,hl_residual_v2,456,0,0,139,0,139,0.0,0.0
kitsap_2072,HL-Residual,hl_residual_v2,456,4116,907,1484,5023,5600,0.6325495620101429,0.7749223383225078
kitsap_2073,HL-Residual,hl_residual_v2,456,0,0,0,0,0,1.0,1.0
