image_id,region,mIoU,F1,Boundary_IoU
dunedin_1101,Dunedin,0.7153728489487375,0.8340727199769385,0.4361700100980432
dunedin_1102,Dunedin,0.7943547296386237,0.8853931906747629,0.4472119628874714
dunedin_1103,Dunedin,0.7218626881098987,0.8384671938064798,0.41728772400055
dunedin_1104,Dunedin,0.8189870382648778,0.9004869424974409,0.47573163733866747
dunedin_1105,Dunedin,0.7574099758568893,0.8619616210924236,0.44914597855886607
dunedin_1106,Dunedin,0.7521059469430562,0.858516516372969,0.43183122517978967
dunedin_1107,Dunedin,0.7628973007509493,0.8655039637599964,0.41468712088714693
dunedin_1108,Dunedin,0.7510378866318683,0.8578202589053315,0.35781253136986246
dunedin_1109,Dunedin,0.766927116046822,0.8680913989962404,0.411439650995125
dunedin_111,Dunedin,0.6904202049249011,0.8168622250412136,0.2124033860904954
dunedin_1110,Dunedin,0.8070307432875677,0.8932119680699862,0.4692638731620872
dunedin_1111,Dunedin,0.8181327303717022,0.8999703010729666,0.4764471606143087
dunedin_1112,Dunedin,0.6388008846923343,0.779595484306725,0.3407434213961601
dunedin_1113,Dunedin,0.4653078659929661,0.6350991171088725,0.185950023577624
dunedin_1114,Dunedin,1.0,1.0,1.0
dunedin_1115,Dunedin,0.49483497103817503,0.6620596662790821,0.28654517257516304
dunedin_1116,Dunedin,0.7431632403664243,0.8526605233025755,0.4679807271181079
dunedin_1117,Dunedin,0.4222583391393281,0.5937857103996049,0.22643530420294325
dunedin_1118,Dunedin,0.060965157447136334,0.1149239577144641,0.12106979779359335
dunedin_1119,Dunedin,0.9075114242197853,0.9515134878847316,0.49427696276810773
dunedin_112,Dunedin,1.0,1.0,1.0
dunedin_1120,Dunedin,1.19474313008426e-10,1.19474313008426e-10,1.278772378353098e-10
dunedin_1121,Dunedin,1.0,1.0,1.0
dunedin_1122,Dunedin,1.0,1.0,1.0
dunedin_1123,Dunedin,1.0,1.0,1.0
dunedin_1124,Dunedin,1.0,1.0,1.0
dunedin_1125,Dunedin,1.0,1.0,1.0
dunedin_1126,Dunedin,1.0,1.0,1.0
dunedin_1127,Dunedin,0.5584835010538132,0.7167012043129845,0.2685088446184079
dunedin_1128,Dunedin,0.47326404579135095,0.6424700950829116,0.21275128627161324
dunedin_1129,Dunedin,0.7353477664703366,0.8474932583293361,0.4076956240581856
dunedin_113,Dunedin,0.7804654266429188,0.8766982104381303,0.39364338825785616
dunedin_1130,Dunedin,0.6903363206270595,0.8168035108786356,0.4028997928733593
dunedin_1131,Dunedin,0.6997213764243311,0.8233365610735763,0.35684202000697196
dunedin_1132,Dunedin,0.7646716695278046,0.8666446940039819,0.465042292641169
dunedin_1133,Dunedin,0.7965282895278303,0.8867417164213978,0.4880083673878965
dunedin_1134,Dunedin,0.7437966110139024,0.8530772526061309,0.4348007968138749
dunedin_1135,Dunedin,0.7663971248880138,0.8677517802646,0.4626852186495693
dunedin_1136,Dunedin,0.796881271574623,0.8869604065450528,0.5016961433339865
dunedin_1137,Dunedin,0.7812758779331678,0.8772092943172799,0.4708144350239824
dunedin_1138,Dunedin,0.7051423334173057,0.827077387732229,0.3986606998096464
dunedin_1139,Dunedin,0.6791383686634024,0.8089129297949006,0.41753849514160196
dunedin_114,Dunedin,0.8107652593181346,0.8954946038928607,0.48523779125644256
dunedin_1140,Dunedin,0.7953003218429107,0.8859802587529709,0.4760243748697709
dunedin_1141,Dunedin,0.7788882464692892,0.8757022797976539,0.46292039545746855
dunedin_1142,Dunedin,0.7544533880803744,0.8600438098908605,0.48080645161394997
dunedin_1143,Dunedin,0.7600279819968058,0.8636544302374565,0.42960078351033115
dunedin_1144,Dunedin,0.6314781447278562,0.7741178106103892,0.36856106978206854
dunedin_1145,Dunedin,0.744198107092586,0.8533412621722243,0.37082499210109143
dunedin_1146,Dunedin,0.5865768988094555,0.7394244795154565,0.20734014380600302
dunedin_1147,Dunedin,1.0,1.0,1.0
dunedin_1148,Dunedin,1.0,1.0,1.0
dunedin_1149,Dunedin,0.625436757515501,0.7695614789350304,0.26975752133733993
