method,seed,image_id,path,tp,fp,fn,pred_area,gt_area,iou,f1,biou
UNetFormer-style ResNet34,456,dunedin_1034,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1034.tif,69537,6930,5834,76467,75371,0.84491075,0.91593672,0.70194875
UNetFormer-style ResNet34,456,dunedin_1035,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1035.tif,64576,3966,8459,68542,73035,0.83863846,0.91223857,0.67230814
UNetFormer-style ResNet34,456,dunedin_1036,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1036.tif,64907,5053,5259,69960,70166,0.86290698,0.92640909,0.74517359
UNetFormer-style ResNet34,456,dunedin_1037,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1037.tif,66176,5067,5054,71243,71230,0.86734734,0.92896198,0.75941411
UNetFormer-style ResNet34,456,dunedin_1038,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1038.tif,49438,3267,2582,52705,52020,0.89420659,0.94414896,0.76322888
UNetFormer-style ResNet34,456,dunedin_1039,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1039.tif,65886,4635,5329,70521,71215,0.86863546,0.92970029,0.76660175
UNetFormer-style ResNet34,456,dunedin_104,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_104.tif,11209,845,10706,12054,21915,0.49248682,0.65995466,0.48109952
UNetFormer-style ResNet34,456,dunedin_1041,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1041.tif,40183,16834,2402,57017,42585,0.67626517,0.80687135,0.53923736
UNetFormer-style ResNet34,456,dunedin_1042,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1042.tif,36812,3894,1322,40706,38134,0.87589226,0.93384069,0.79663886
UNetFormer-style ResNet34,456,dunedin_1043,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1043.tif,47566,7309,2786,54875,50352,0.82492499,0.90406455,0.71028054
UNetFormer-style ResNet34,456,dunedin_1045,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1045.tif,72548,2530,1593,75078,74141,0.94622478,0.97236947,0.71041218
UNetFormer-style ResNet34,456,dunedin_1046,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1046.tif,1335,2295,15,3630,1350,0.36625514,0.53614458,0.33918580
UNetFormer-style ResNet34,456,dunedin_1047,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1047.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1048,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1048.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1049,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1049.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_105,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_105.tif,33011,2315,2300,35326,35311,0.87734545,0.93466597,0.73465617
UNetFormer-style ResNet34,456,dunedin_1050,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1050.tif,0,2544,0,2544,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1052,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1052.tif,0,22277,0,22277,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1053,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1053.tif,86729,4133,5848,90862,92577,0.89679454,0.94558954,0.69445858
UNetFormer-style ResNet34,456,dunedin_1054,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1054.tif,36548,1132,2822,37680,39370,0.90237519,0.94868267,0.81351800
UNetFormer-style ResNet34,456,dunedin_1055,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1055.tif,73060,5250,7753,78310,80813,0.84891301,0.91828334,0.73786708
UNetFormer-style ResNet34,456,dunedin_1056,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1056.tif,56036,8017,4532,64053,60568,0.81702996,0.89930269,0.73377863
UNetFormer-style ResNet34,456,dunedin_1057,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1057.tif,47036,7087,5268,54123,52304,0.79197185,0.88391104,0.61369644
UNetFormer-style ResNet34,456,dunedin_1058,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1058.tif,79775,10357,4385,90132,84160,0.84402806,0.91541780,0.72420560
UNetFormer-style ResNet34,456,dunedin_1059,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1059.tif,68855,7128,6667,75983,75522,0.83309135,0.90894690,0.74145470
UNetFormer-style ResNet34,456,dunedin_106,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_106.tif,19142,1310,540,20452,19682,0.91187119,0.95390442,0.80340091
UNetFormer-style ResNet34,456,dunedin_1060,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1060.tif,87541,7903,4599,95444,92140,0.87503374,0.93335252,0.78691834
UNetFormer-style ResNet34,456,dunedin_1061,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1061.tif,58221,7524,2270,65745,60491,0.85600235,0.92241516,0.75558974
UNetFormer-style ResNet34,456,dunedin_1062,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1062.tif,77172,5287,3697,82459,80869,0.89572404,0.94499412,0.82278810
UNetFormer-style ResNet34,456,dunedin_1063,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1063.tif,74604,6308,5581,80912,80185,0.86254379,0.92619974,0.78477095
UNetFormer-style ResNet34,456,dunedin_1064,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1064.tif,67408,5771,4260,73179,71668,0.87046579,0.93074762,0.79938193
UNetFormer-style ResNet34,456,dunedin_1065,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1065.tif,67924,6180,2999,74104,70923,0.88095145,0.93670834,0.80573869
UNetFormer-style ResNet34,456,dunedin_1066,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1066.tif,11537,1280,1314,12817,12851,0.81643196,0.89894031,0.71080732
UNetFormer-style ResNet34,456,dunedin_1067,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1067.tif,60550,7997,4624,68547,65174,0.82751363,0.90561692,0.73964769
UNetFormer-style ResNet34,456,dunedin_1068,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1068.tif,65309,6051,7847,71360,73156,0.82453571,0.90383072,0.72058560
UNetFormer-style ResNet34,456,dunedin_1069,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1069.tif,71608,4736,6688,76344,78296,0.86241449,0.92612519,0.78051052
UNetFormer-style ResNet34,456,dunedin_1070,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1070.tif,81728,9511,6622,91239,88350,0.83514372,0.91016710,0.75612314
UNetFormer-style ResNet34,456,dunedin_1071,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1071.tif,67907,3959,7237,71866,75144,0.85846302,0.92384192,0.71320602
UNetFormer-style ResNet34,456,dunedin_1072,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1072.tif,70320,3902,8501,74222,78821,0.85006588,0.91895742,0.72693854
UNetFormer-style ResNet34,456,dunedin_1073,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1073.tif,70574,6216,6678,76790,77252,0.84552164,0.91629556,0.71591257
UNetFormer-style ResNet34,456,dunedin_1074,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1074.tif,62216,4938,4953,67154,67169,0.86282885,0.92636406,0.76368404
UNetFormer-style ResNet34,456,dunedin_1075,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1075.tif,71456,7207,4609,78663,76065,0.85810356,0.92363373,0.75590924
UNetFormer-style ResNet34,456,dunedin_1076,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1076.tif,58488,7097,2235,65585,60723,0.86240047,0.92611711,0.75697925
UNetFormer-style ResNet34,456,dunedin_1077,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1077.tif,36825,3246,720,40071,37545,0.90277267,0.94890229,0.76405943
UNetFormer-style ResNet34,456,dunedin_1078,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1078.tif,383,44,2,427,385,0.89277389,0.94334975,0.90464839
UNetFormer-style ResNet34,456,dunedin_1079,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1079.tif,384,1414,141,1798,525,0.19804023,0.33060697,0.23323415
UNetFormer-style ResNet34,456,dunedin_108,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_108.tif,35670,4438,629,40108,36299,0.87561676,0.93368409,0.74198457
UNetFormer-style ResNet34,456,dunedin_1080,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1080.tif,58476,35910,35821,94386,94297,0.44910028,0.61983327,0.22893038
UNetFormer-style ResNet34,456,dunedin_1081,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1081.tif,92193,1615,21744,93808,113937,0.79784859,0.88755927,0.44805195
UNetFormer-style ResNet34,456,dunedin_1082,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1082.tif,8521,329,1005,8850,9526,0.86463724,0.92740531,0.73924922
UNetFormer-style ResNet34,456,dunedin_1083,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1083.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1084,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1084.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1085,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1085.tif,0,746,0,746,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1086,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1086.tif,0,132,0,132,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1087,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1087.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1088,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1088.tif,0,6738,0,6738,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1089,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1089.tif,0,12513,0,12513,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_109,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_109.tif,35027,5962,940,40989,35967,0.83538839,0.91031239,0.65224406
UNetFormer-style ResNet34,456,dunedin_1090,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1090.tif,40427,2815,1360,43242,41787,0.90639433,0.95089911,0.76489331
UNetFormer-style ResNet34,456,dunedin_1091,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1091.tif,35745,1917,3706,37662,39451,0.86407368,0.92708104,0.69798448
UNetFormer-style ResNet34,456,dunedin_1092,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1092.tif,64038,7003,7741,71041,71779,0.81285065,0.89676516,0.69062951
UNetFormer-style ResNet34,456,dunedin_1093,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1093.tif,57012,6925,2879,63937,59891,0.85326868,0.92082566,0.77818242
UNetFormer-style ResNet34,456,dunedin_1094,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1094.tif,57261,4464,2536,61725,59797,0.89106923,0.94239726,0.81431803
UNetFormer-style ResNet34,456,dunedin_1095,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1095.tif,75122,6264,5471,81386,80593,0.86489287,0.92755234,0.76001693
UNetFormer-style ResNet34,456,dunedin_1096,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1096.tif,79056,6279,4487,85335,83543,0.88014072,0.93624984,0.80051645
UNetFormer-style ResNet34,456,dunedin_1097,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1097.tif,60924,7538,3775,68462,64699,0.84339051,0.91504269,0.72913343
UNetFormer-style ResNet34,456,dunedin_1098,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1098.tif,73223,5533,3318,78756,76541,0.89215830,0.94300598,0.82798519
UNetFormer-style ResNet34,456,dunedin_1099,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1099.tif,65795,8668,2932,74463,68727,0.85011952,0.91898876,0.78183283
UNetFormer-style ResNet34,456,dunedin_11,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_11.tif,41690,4033,2512,45723,44202,0.86431015,0.92721713,0.75810083
UNetFormer-style ResNet34,456,dunedin_110,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_110.tif,93893,8407,54926,102300,148819,0.59718494,0.74779686,0.35044606
UNetFormer-style ResNet34,456,dunedin_1100,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1100.tif,64384,6535,3602,70919,67986,0.86397123,0.92702207,0.78192356
UNetFormer-style ResNet34,456,dunedin_1101,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1101.tif,66196,5285,5668,71481,71864,0.85802797,0.92358994,0.78102255
UNetFormer-style ResNet34,456,dunedin_1103,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1103.tif,67757,9186,5135,76943,72892,0.82551963,0.90442153,0.71724867
UNetFormer-style ResNet34,456,dunedin_1105,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1105.tif,65731,5600,8420,71331,74151,0.82420283,0.90363069,0.72827150
UNetFormer-style ResNet34,456,dunedin_1106,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1106.tif,63031,4902,4578,67933,67609,0.86926122,0.93005858,0.78530024
UNetFormer-style ResNet34,456,dunedin_1107,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1107.tif,77066,10150,5236,87216,82302,0.83357851,0.90923678,0.72153849
UNetFormer-style ResNet34,456,dunedin_1108,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1108.tif,85142,6403,9668,91545,94810,0.84121605,0.91376137,0.68916134
UNetFormer-style ResNet34,456,dunedin_1109,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1109.tif,67570,12513,5787,80083,73357,0.78688716,0.88073514,0.61298921
UNetFormer-style ResNet34,456,dunedin_111,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_111.tif,71531,1168,9625,72699,81156,0.86889607,0.92984953,0.52655843
UNetFormer-style ResNet34,456,dunedin_1110,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1110.tif,33732,7203,1674,40935,35406,0.79166373,0.88371910,0.65021062
UNetFormer-style ResNet34,456,dunedin_1111,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1111.tif,49502,7209,1656,56711,51158,0.84811623,0.91781698,0.71150963
UNetFormer-style ResNet34,456,dunedin_1113,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1113.tif,21761,5048,2321,26809,24082,0.74703055,0.85520033,0.55895359
UNetFormer-style ResNet34,456,dunedin_1114,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1114.tif,0,303,0,303,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1115,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1115.tif,3760,176,180,3936,3940,0.91350826,0.95479939,0.86847504
UNetFormer-style ResNet34,456,dunedin_1117,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1117.tif,16212,74274,1063,90486,17275,0.17708550,0.30088808,0.25411497
UNetFormer-style ResNet34,456,dunedin_1118,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1118.tif,2070,38657,1032,40727,3102,0.04957015,0.09445801,0.18323309
UNetFormer-style ResNet34,456,dunedin_1119,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1119.tif,19735,651,730,20386,20465,0.93459936,0.96619422,0.78313561
UNetFormer-style ResNet34,456,dunedin_112,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_112.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1120,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1120.tif,670,217,167,887,837,0.63567362,0.77726218,0.64634714
UNetFormer-style ResNet34,456,dunedin_1121,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1121.tif,0,652,0,652,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,456,dunedin_1122,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1122.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1123,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1123.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1124,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1124.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1125,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1125.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1126,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1126.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,456,dunedin_1127,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1127.tif,50021,6195,3659,56216,53680,0.83542380,0.91033341,0.70409163
UNetFormer-style ResNet34,456,dunedin_1128,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1128.tif,28128,1982,5865,30110,33993,0.78187630,0.87758763,0.59864722
UNetFormer-style ResNet34,456,dunedin_1129,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1129.tif,70237,5539,5651,75776,75888,0.86257630,0.92621848,0.74214372
UNetFormer-style ResNet34,456,dunedin_113,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_113.tif,10353,1207,941,11560,11294,0.82817375,0.90601208,0.68103448
UNetFormer-style ResNet34,456,dunedin_1130,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1130.tif,63439,5047,2765,68486,66204,0.89035943,0.94200015,0.81267104
UNetFormer-style ResNet34,456,dunedin_1131,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1131.tif,76259,5591,3405,81850,79664,0.89448126,0.94430204,0.82543587
UNetFormer-style ResNet34,456,dunedin_1132,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1132.tif,63289,5312,2989,68601,66278,0.88404805,0.93845595,0.79855241
UNetFormer-style ResNet34,456,dunedin_1133,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1133.tif,67492,5358,1976,72850,69468,0.90198594,0.94846752,0.83081844
UNetFormer-style ResNet34,456,dunedin_1134,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1134.tif,70961,7903,2734,78864,73695,0.86964141,0.93027616,0.79297239
UNetFormer-style ResNet34,456,dunedin_1135,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1135.tif,63934,10443,2566,74377,66500,0.83092679,0.90765703,0.77624967
UNetFormer-style ResNet34,456,dunedin_1136,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1136.tif,44657,52141,1625,96798,46282,0.45372525,0.62422421,0.61836039
UNetFormer-style ResNet34,456,dunedin_1137,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1137.tif,58470,24672,3355,83142,61825,0.67597720,0.80666634,0.69044073
UNetFormer-style ResNet34,456,dunedin_1138,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1138.tif,76663,7393,5467,84056,82130,0.85634976,0.92261683,0.76787391
UNetFormer-style ResNet34,456,dunedin_1139,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1139.tif,62162,5105,6908,67267,69070,0.83804516,0.91188746,0.76647381
