region_prefix,seed,model,mIoU,F1,Boundary_IoU
Dunedin,42,DeepLabv3+ ResNet50,0.8197535068904265,0.8873412516208646,0.5532947466362655
Khartoum,42,DeepLabv3+ ResNet50,0.3893224164189366,0.5312405188942412,0.1619819667756274
Kitsap,42,DeepLabv3+ ResNet50,0.6875090988741883,0.7666528921650752,0.5353453188994901
Potsdam,42,DeepLabv3+ ResNet50,0.23925561524524006,0.31530430808249466,0.14016963772524638
Wuxi,42,DeepLabv3+ ResNet50,0.49773015070705584,0.6119198004607503,0.2062455195584611
