image_name,region_prefix,seed,model,mIoU,F1,Boundary_IoU
dunedin_0,Dunedin,42,DeepLabv3+ ResNet50,0.8309282877276193,0.9076579277267045,0.551569506728237
dunedin_1,Dunedin,42,DeepLabv3+ ResNet50,0.8417764028253073,0.914091853423602,0.5091055528233518
dunedin_10,Dunedin,42,DeepLabv3+ ResNet50,0.8668276168279864,0.9286638027144194,0.6174101610924339
dunedin_100,Dunedin,42,DeepLabv3+ ResNet50,0.8122744984853072,0.8964144219476867,0.4365355206489883
dunedin_1000,Dunedin,42,DeepLabv3+ ResNet50,0.8359954722683268,0.9106726948899149,0.4467077214642661
dunedin_1001,Dunedin,42,DeepLabv3+ ResNet50,0.5316901408633925,0.694252873571028,0.275737507569191
dunedin_1002,Dunedin,42,DeepLabv3+ ResNet50,0.8164285587207707,0.8989382541922318,0.4499437161863178
dunedin_1003,Dunedin,42,DeepLabv3+ ResNet50,0.8155611904468762,0.8984122316973066,0.5527735808428065
dunedin_1004,Dunedin,42,DeepLabv3+ ResNet50,0.8290740062109108,0.9065505314662703,0.5362912045007459
dunedin_1005,Dunedin,42,DeepLabv3+ ResNet50,0.8264125751049021,0.9049571672571062,0.5563809821716523
dunedin_1006,Dunedin,42,DeepLabv3+ ResNet50,0.8286690903822441,0.9063084127582339,0.522294233277822
dunedin_1007,Dunedin,42,DeepLabv3+ ResNet50,0.8540555466742423,0.9212836672624704,0.5832742556218775
dunedin_1008,Dunedin,42,DeepLabv3+ ResNet50,0.8425744117191171,0.9145621542990287,0.530807110258435
dunedin_1009,Dunedin,42,DeepLabv3+ ResNet50,0.8829915966390488,0.9378603688035526,0.5527993779194961
dunedin_101,Dunedin,42,DeepLabv3+ ResNet50,0.8329950065939146,0.9088895535419104,0.5509885675869509
dunedin_1010,Dunedin,42,DeepLabv3+ ResNet50,0.8126396096092214,0.8966367117887676,0.5100091827394552
dunedin_1011,Dunedin,42,DeepLabv3+ ResNet50,0.8361356628989265,0.9107558660220518,0.5634263447250475
dunedin_1012,Dunedin,42,DeepLabv3+ ResNet50,0.8389125845511227,0.9124007215989682,0.5041112733458533
dunedin_1013,Dunedin,42,DeepLabv3+ ResNet50,0.7662367801618996,0.8676489910842465,0.46906295675056
dunedin_1014,Dunedin,42,DeepLabv3+ ResNet50,0.772239414000211,0.8714843016125283,0.46895998395524036
dunedin_1015,Dunedin,42,DeepLabv3+ ResNet50,0.7729970326419702,0.8719665271969774,0.5478152309650618
dunedin_1016,Dunedin,42,DeepLabv3+ ResNet50,0.858392718549854,0.923801207335275,0.5386664746576997
dunedin_1017,Dunedin,42,DeepLabv3+ ResNet50,0.856405834990674,0.922649367771377,0.5332845441508338
dunedin_1018,Dunedin,42,DeepLabv3+ ResNet50,0.8414618706657455,0.9139063741368377,0.5462747603845463
dunedin_1019,Dunedin,42,DeepLabv3+ ResNet50,0.7939355280356681,0.8851327326182408,0.5106024730346999
dunedin_102,Dunedin,42,DeepLabv3+ ResNet50,0.8693322246092101,0.9300992227755625,0.5658775347129011
dunedin_1020,Dunedin,42,DeepLabv3+ ResNet50,0.43097290640569286,0.6023494986884067,0.25036803365667326
dunedin_1021,Dunedin,42,DeepLabv3+ ResNet50,0.7488025094318291,0.8563602869886463,0.38678664294721915
dunedin_1022,Dunedin,42,DeepLabv3+ ResNet50,0.8625696437617858,0.926214648295918,0.41835227858299273
dunedin_1023,Dunedin,42,DeepLabv3+ ResNet50,0.8335276288180827,0.9092065106816395,0.48751172318602226
dunedin_1024,Dunedin,42,DeepLabv3+ ResNet50,0.8079364239814245,0.8937664104383964,0.5232079099159498
dunedin_1025,Dunedin,42,DeepLabv3+ ResNet50,0.8299083619704125,0.9070490951543921,0.5589207905392956
dunedin_1026,Dunedin,42,DeepLabv3+ ResNet50,0.7723052129179045,0.8715261990865668,0.45527837575565555
dunedin_1027,Dunedin,42,DeepLabv3+ ResNet50,0.8172384978987326,0.8994289949763229,0.4861144180621093
dunedin_1028,Dunedin,42,DeepLabv3+ ResNet50,0.7968664970831633,0.8869512547277583,0.5082007673506065
dunedin_1029,Dunedin,42,DeepLabv3+ ResNet50,0.8325216181296881,0.9086076910561113,0.5023110138067801
dunedin_103,Dunedin,42,DeepLabv3+ ResNet50,0.864069622876792,0.9270787016453783,0.5154824907159612
dunedin_1030,Dunedin,42,DeepLabv3+ ResNet50,0.8053573814297857,0.8921861008947671,0.5086079576777062
dunedin_1031,Dunedin,42,DeepLabv3+ ResNet50,0.8457650089744377,0.9164384467818242,0.5467728669764366
dunedin_1032,Dunedin,42,DeepLabv3+ ResNet50,0.8503435068502493,0.9191196161167868,0.5421892290678205
dunedin_1033,Dunedin,42,DeepLabv3+ ResNet50,0.8485552239380358,0.9180739779364475,0.5323615160358376
dunedin_1034,Dunedin,42,DeepLabv3+ ResNet50,0.8232926136036111,0.9030833640864416,0.4733136713931279
dunedin_1035,Dunedin,42,DeepLabv3+ ResNet50,0.8447545193489547,0.9158449110584423,0.4870769230783578
dunedin_1036,Dunedin,42,DeepLabv3+ ResNet50,0.8508417852491494,0.9194106076814801,0.5251463148508949
dunedin_1037,Dunedin,42,DeepLabv3+ ResNet50,0.8442037365406879,0.9155211214615261,0.5239124904616538
dunedin_1038,Dunedin,42,DeepLabv3+ ResNet50,0.8271642108249023,0.9054076321376524,0.5338002306036905
dunedin_1039,Dunedin,42,DeepLabv3+ ResNet50,0.8449982972392001,0.9159881594509622,0.5485906988412318
dunedin_104,Dunedin,42,DeepLabv3+ ResNet50,0.2124861142003444,0.3504965734622696,0.25314326191559106
dunedin_1040,Dunedin,42,DeepLabv3+ ResNet50,0.916451489504236,0.9564045784861327,0.4715114745472984
dunedin_1041,Dunedin,42,DeepLabv3+ ResNet50,0.7540203171275743,0.8597623525390454,0.4474544396209759
dunedin_1042,Dunedin,42,DeepLabv3+ ResNet50,0.8503183965038646,0.919104947678656,0.5743589743605912
dunedin_1043,Dunedin,42,DeepLabv3+ ResNet50,0.8448266727888731,0.9158873136972289,0.5266166854968107
dunedin_1044,Dunedin,42,DeepLabv3+ ResNet50,0.8181513471707667,0.8999815647292143,0.5965347525125184
dunedin_1045,Dunedin,42,DeepLabv3+ ResNet50,0.944430230773238,0.9714210526315977,0.49333507580048785
dunedin_1046,Dunedin,42,DeepLabv3+ ResNet50,0.8482367758281967,0.9178875638869545,0.6131447587676252
dunedin_1047,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1048,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1049,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_105,Dunedin,42,DeepLabv3+ ResNet50,0.8744321613321576,0.9330101983638729,0.5507007419645469
dunedin_1050,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1051,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1052,Dunedin,42,DeepLabv3+ ResNet50,1.7985611507556546e-10,1.7985611507556546e-10,1.8903591678846202e-10
dunedin_1053,Dunedin,42,DeepLabv3+ ResNet50,0.7793198627676091,0.875975004916059,0.3715295593199603
dunedin_1054,Dunedin,42,DeepLabv3+ ResNet50,0.8572997219824374,0.9231678784372901,0.5614051522268787
dunedin_1055,Dunedin,42,DeepLabv3+ ResNet50,0.8312160289887763,0.9078295688005052,0.4695624401161087
dunedin_1056,Dunedin,42,DeepLabv3+ ResNet50,0.7839916445122566,0.8789185161531603,0.45385147546588933
dunedin_1057,Dunedin,42,DeepLabv3+ ResNet50,0.7972705042631067,0.8872014561769042,0.432335156926892
dunedin_1058,Dunedin,42,DeepLabv3+ ResNet50,0.8395688079951822,0.9127886973797139,0.5244814945022737
dunedin_1059,Dunedin,42,DeepLabv3+ ResNet50,0.8067871476408763,0.89306274808766,0.5299653807095297
dunedin_106,Dunedin,42,DeepLabv3+ ResNet50,0.9030595511413435,0.9490607381147079,0.6315737640375066
dunedin_1060,Dunedin,42,DeepLabv3+ ResNet50,0.8109887096038662,0.8956308841717885,0.4819005298248472
dunedin_1061,Dunedin,42,DeepLabv3+ ResNet50,0.8100245499184261,0.8950426113887356,0.5033147639346038
dunedin_1062,Dunedin,42,DeepLabv3+ ResNet50,0.8458596947271707,0.9164940294686363,0.562194021541724
dunedin_1063,Dunedin,42,DeepLabv3+ ResNet50,0.7985868741530332,0.8880159036288235,0.48165930129033835
dunedin_1064,Dunedin,42,DeepLabv3+ ResNet50,0.7822991313166406,0.8778539107951662,0.4802518839692779
dunedin_1065,Dunedin,42,DeepLabv3+ ResNet50,0.8222886503879777,0.9024790339476112,0.5152668614470284
dunedin_1066,Dunedin,42,DeepLabv3+ ResNet50,0.8008760591713279,0.8894294030866884,0.49626604434660126
dunedin_1067,Dunedin,42,DeepLabv3+ ResNet50,0.7862056800143812,0.8803081177168531,0.4594120612941241
dunedin_1068,Dunedin,42,DeepLabv3+ ResNet50,0.8219688100034866,0.9022863679009483,0.4957193292155876
dunedin_1069,Dunedin,42,DeepLabv3+ ResNet50,0.8296309566465541,0.9068833839225088,0.5071898197253294
dunedin_107,Dunedin,42,DeepLabv3+ ResNet50,0.7938043901818821,0.8850512291376668,0.4909379247905421
dunedin_1070,Dunedin,42,DeepLabv3+ ResNet50,0.811520258122383,0.8959549356223734,0.518417462483748
dunedin_1071,Dunedin,42,DeepLabv3+ ResNet50,0.8702271931143094,0.9306112073637004,0.5239457339012642
dunedin_1072,Dunedin,42,DeepLabv3+ ResNet50,0.8543468154348508,0.9214531050217355,0.5360857080820981
dunedin_1073,Dunedin,42,DeepLabv3+ ResNet50,0.8413229717711702,0.9138244454332207,0.51597669697344
dunedin_1074,Dunedin,42,DeepLabv3+ ResNet50,0.8317247779400349,0.9081329116215101,0.513216224546587
dunedin_1075,Dunedin,42,DeepLabv3+ ResNet50,0.8598104466030199,0.9246215905211589,0.56900648641798
dunedin_1076,Dunedin,42,DeepLabv3+ ResNet50,0.821487949703358,0.9019965790463501,0.4968464117293686
dunedin_1077,Dunedin,42,DeepLabv3+ ResNet50,0.8819368620938003,0.9372650909366884,0.574551386625941
dunedin_1078,Dunedin,42,DeepLabv3+ ResNet50,0.8961352657255712,0.9452229299432837,0.8112745098501778
dunedin_1079,Dunedin,42,DeepLabv3+ ResNet50,0.684139784988691,0.8124501197276576,0.5330396476285199
dunedin_108,Dunedin,42,DeepLabv3+ ResNet50,0.8327790864167179,0.9087610095385649,0.5150248364751142
dunedin_1080,Dunedin,42,DeepLabv3+ ResNet50,0.7469697865549706,0.8551605097051229,0.17102566605264455
dunedin_1081,Dunedin,42,DeepLabv3+ ResNet50,0.383226079594087,0.5541047631293323,0.36886650953841404
dunedin_1082,Dunedin,42,DeepLabv3+ ResNet50,0.9031578947378129,0.9491150442480557,0.6195383347151785
dunedin_1083,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1084,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1085,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1086,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1087,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1088,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_1089,Dunedin,42,DeepLabv3+ ResNet50,1.0,1.0,1.0
dunedin_109,Dunedin,42,DeepLabv3+ ResNet50,0.7991040273748923,0.8883355439326706,0.47173870526454303
dunedin_1090,Dunedin,42,DeepLabv3+ ResNet50,0.895122168321031,0.9446590655567034,0.5681511471009438
dunedin_1091,Dunedin,42,DeepLabv3+ ResNet50,0.8794550774694694,0.9358617697354128,0.5577557755802607
