method,seed,image_id,path,tp,fp,fn,pred_area,gt_area,iou,f1,biou
UNetFormer-style ResNet34,123,dunedin_0,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_0.tif,41571,5882,1455,47453,43026,0.84998364,0.91890936,0.74447327
UNetFormer-style ResNet34,123,dunedin_1,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1.tif,40435,6976,2768,47411,43203,0.80581518,0.89246695,0.63114466
UNetFormer-style ResNet34,123,dunedin_10,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_10.tif,31379,4856,1284,36235,32663,0.83634958,0.91088275,0.71335047
UNetFormer-style ResNet34,123,dunedin_100,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_100.tif,22725,2648,1064,25373,23789,0.85959073,0.92449453,0.70950772
UNetFormer-style ResNet34,123,dunedin_1000,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1000.tif,19728,2544,1072,22272,20800,0.84509938,0.91604755,0.67066912
UNetFormer-style ResNet34,123,dunedin_1001,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1001.tif,1099,698,497,1797,1596,0.47907585,0.64780430,0.31778929
UNetFormer-style ResNet34,123,dunedin_1002,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1002.tif,43288,9035,6897,52323,50185,0.73096927,0.84457798,0.64571604
UNetFormer-style ResNet34,123,dunedin_1003,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1003.tif,6236,506,423,6742,6659,0.87034194,0.93067682,0.79641926
UNetFormer-style ResNet34,123,dunedin_1004,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1004.tif,42677,9524,3895,52201,46572,0.76078508,0.86414304,0.69649612
UNetFormer-style ResNet34,123,dunedin_1005,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1005.tif,68604,7894,3292,76498,71896,0.85980699,0.92461959,0.79266518
UNetFormer-style ResNet34,123,dunedin_1006,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1006.tif,69248,8981,4016,78229,73264,0.84197216,0.91420726,0.76294502
UNetFormer-style ResNet34,123,dunedin_1007,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1007.tif,59191,5099,2830,64290,62021,0.88186830,0.93722637,0.80281480
UNetFormer-style ResNet34,123,dunedin_1008,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1008.tif,54176,6683,2086,60859,56262,0.86068790,0.92512871,0.75187336
UNetFormer-style ResNet34,123,dunedin_101,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_101.tif,56129,5461,5549,61590,61678,0.83601186,0.91068242,0.72803296
UNetFormer-style ResNet34,123,dunedin_1010,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1010.tif,23105,2440,3107,25545,26212,0.80640095,0.89282609,0.73735634
UNetFormer-style ResNet34,123,dunedin_1011,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1011.tif,20564,2418,293,22982,20857,0.88352309,0.93816009,0.80461631
UNetFormer-style ResNet34,123,dunedin_1012,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1012.tif,16697,2379,4234,19076,20931,0.71630202,0.83470393,0.66817478
UNetFormer-style ResNet34,123,dunedin_1013,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1013.tif,22843,3245,2806,26088,25649,0.79057936,0.88304308,0.67877027
UNetFormer-style ResNet34,123,dunedin_1014,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1014.tif,38950,7182,2104,46132,41054,0.80748818,0.89349207,0.69139189
UNetFormer-style ResNet34,123,dunedin_1015,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1015.tif,16473,4681,1119,21154,17592,0.73959503,0.85030713,0.60655738
UNetFormer-style ResNet34,123,dunedin_1016,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1016.tif,24068,2007,2259,26075,26327,0.84943884,0.91859089,0.70958826
UNetFormer-style ResNet34,123,dunedin_1017,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1017.tif,60832,3856,4243,64688,65075,0.88250569,0.93758621,0.78241875
UNetFormer-style ResNet34,123,dunedin_1018,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1018.tif,57332,6433,4703,63765,62035,0.83735468,0.91147854,0.77082414
UNetFormer-style ResNet34,123,dunedin_1019,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1019.tif,49738,3813,8855,53551,58593,0.79700670,0.88703809,0.71220982
UNetFormer-style ResNet34,123,dunedin_102,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_102.tif,74951,6813,3704,81764,78655,0.87694810,0.93444043,0.73684279
UNetFormer-style ResNet34,123,dunedin_1020,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1020.tif,18938,1683,12328,20621,31266,0.57476706,0.72997090,0.40545283
UNetFormer-style ResNet34,123,dunedin_1021,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1021.tif,79207,2333,10773,81540,89980,0.85802650,0.92358909,0.59412713
UNetFormer-style ResNet34,123,dunedin_1022,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1022.tif,64756,13807,7818,78563,72574,0.74965560,0.85691790,0.54253719
UNetFormer-style ResNet34,123,dunedin_1023,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1023.tif,78706,6771,7494,85477,86200,0.84656506,0.91690791,0.67958193
UNetFormer-style ResNet34,123,dunedin_1024,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1024.tif,59638,5184,7052,64822,66690,0.82975763,0.90695906,0.75460622
UNetFormer-style ResNet34,123,dunedin_1025,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1025.tif,67708,7630,7320,75338,75028,0.81913426,0.90057593,0.74647354
UNetFormer-style ResNet34,123,dunedin_1026,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1026.tif,63005,4983,5991,67988,68996,0.85166061,0.91988845,0.75481634
UNetFormer-style ResNet34,123,dunedin_1027,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1027.tif,64150,7096,2632,71246,66782,0.86832345,0.92952155,0.77062323
UNetFormer-style ResNet34,123,dunedin_1028,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1028.tif,64778,5439,4619,70217,69397,0.86559944,0.92795851,0.79310301
UNetFormer-style ResNet34,123,dunedin_1029,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1029.tif,49931,5755,1569,55686,51500,0.87208104,0.93167018,0.79316029
UNetFormer-style ResNet34,123,dunedin_103,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_103.tif,16194,1519,1466,17713,17660,0.84436102,0.91561360,0.69592385
UNetFormer-style ResNet34,123,dunedin_1030,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1030.tif,59409,7547,3309,66956,62718,0.84549918,0.91628237,0.78737737
UNetFormer-style ResNet34,123,dunedin_1031,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1031.tif,68306,5479,3092,73785,71398,0.88851022,0.94096416,0.81047663
UNetFormer-style ResNet34,123,dunedin_1032,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1032.tif,61384,6122,5869,67506,67253,0.83657922,0.91101893,0.74385817
UNetFormer-style ResNet34,123,dunedin_1033,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1033.tif,87937,6152,5896,94089,93833,0.87950193,0.93588829,0.77938463
UNetFormer-style ResNet34,123,dunedin_1034,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1034.tif,70811,7097,4560,77908,75371,0.85864820,0.92394914,0.73607796
UNetFormer-style ResNet34,123,dunedin_1035,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1035.tif,67983,6717,5052,74700,73035,0.85243003,0.92033709,0.68192064
UNetFormer-style ResNet34,123,dunedin_1036,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1036.tif,66842,5426,3324,72268,70166,0.88424701,0.93856804,0.77886356
UNetFormer-style ResNet34,123,dunedin_1037,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1037.tif,67959,4851,3271,72810,71230,0.89324536,0.94361289,0.80621933
UNetFormer-style ResNet34,123,dunedin_1038,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1038.tif,44980,2468,7040,47448,52020,0.82550286,0.90441147,0.71734316
UNetFormer-style ResNet34,123,dunedin_1039,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1039.tif,64729,5049,6486,69778,71215,0.84874908,0.91818743,0.77261695
UNetFormer-style ResNet34,123,dunedin_104,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_104.tif,8160,619,13755,8779,21915,0.36211946,0.53170001,0.44493497
UNetFormer-style ResNet34,123,dunedin_1041,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1041.tif,41788,20986,797,62774,42585,0.65734376,0.79324975,0.52653692
UNetFormer-style ResNet34,123,dunedin_1042,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1042.tif,37095,4591,1039,41686,38134,0.86822703,0.92946630,0.78468251
UNetFormer-style ResNet34,123,dunedin_1043,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1043.tif,48531,7280,1821,55811,50352,0.84208426,0.91427333,0.72716441
UNetFormer-style ResNet34,123,dunedin_1045,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1045.tif,73576,2765,565,76341,74141,0.95670039,0.97787111,0.75223548
UNetFormer-style ResNet34,123,dunedin_1046,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1046.tif,1335,245,15,1580,1350,0.83699060,0.91126280,0.76217639
UNetFormer-style ResNet34,123,dunedin_1047,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1047.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1048,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1048.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1049,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1049.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_105,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_105.tif,32957,3158,2354,36115,35311,0.85671580,0.92282922,0.69667133
UNetFormer-style ResNet34,123,dunedin_1050,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1050.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1052,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1052.tif,0,8217,0,8217,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,123,dunedin_1053,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1053.tif,83057,6400,9520,89457,92577,0.83915455,0.91254381,0.59004455
UNetFormer-style ResNet34,123,dunedin_1054,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1054.tif,37035,2254,2335,39289,39370,0.88975111,0.94165957,0.78241852
UNetFormer-style ResNet34,123,dunedin_1055,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1055.tif,75455,7847,5358,83302,80813,0.85106023,0.91953813,0.73888162
UNetFormer-style ResNet34,123,dunedin_1056,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1056.tif,56738,11163,3830,67901,60568,0.79098298,0.88329480,0.70961402
UNetFormer-style ResNet34,123,dunedin_1057,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1057.tif,48298,8851,4006,57149,52304,0.78976372,0.88253406,0.63681389
UNetFormer-style ResNet34,123,dunedin_1058,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1058.tif,78403,9240,5757,87643,84160,0.83943255,0.91270816,0.69753878
UNetFormer-style ResNet34,123,dunedin_1059,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1059.tif,69136,9159,6386,78295,75522,0.81642871,0.89893835,0.72616201
UNetFormer-style ResNet34,123,dunedin_106,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_106.tif,19434,1987,248,21421,19682,0.89685726,0.94562441,0.77339543
UNetFormer-style ResNet34,123,dunedin_1060,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1060.tif,85970,8937,6170,94907,92140,0.85053969,0.91923420,0.75422475
UNetFormer-style ResNet34,123,dunedin_1061,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1061.tif,58407,8664,2084,67071,60491,0.84458101,0.91574293,0.75119814
UNetFormer-style ResNet34,123,dunedin_1062,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1062.tif,77956,6406,2913,84362,80869,0.89322257,0.94360017,0.81465417
UNetFormer-style ResNet34,123,dunedin_1063,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1063.tif,73152,6089,7033,79241,80185,0.84790319,0.91769222,0.79827648
UNetFormer-style ResNet34,123,dunedin_1064,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1064.tif,65042,5733,6626,70775,71668,0.84032506,0.91323547,0.75538559
UNetFormer-style ResNet34,123,dunedin_1065,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1065.tif,66031,5201,4892,71232,70923,0.86741369,0.92900004,0.81377097
UNetFormer-style ResNet34,123,dunedin_1066,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1066.tif,11623,828,1228,12451,12851,0.84969662,0.91874160,0.74721393
UNetFormer-style ResNet34,123,dunedin_1067,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1067.tif,61883,6648,3291,68531,65174,0.86161622,0.92566471,0.78349591
UNetFormer-style ResNet34,123,dunedin_1068,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1068.tif,68241,6222,4915,74463,73156,0.85969664,0.92455578,0.76374743
UNetFormer-style ResNet34,123,dunedin_1069,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1069.tif,73392,5942,4904,79334,78296,0.87124576,0.93119330,0.78214707
UNetFormer-style ResNet34,123,dunedin_1070,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1070.tif,80894,8456,7456,89350,88350,0.83563002,0.91045582,0.75999665
UNetFormer-style ResNet34,123,dunedin_1071,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1071.tif,69638,4648,5506,74286,75144,0.87274413,0.93204845,0.73779187
UNetFormer-style ResNet34,123,dunedin_1072,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1072.tif,72563,5683,6258,78246,78821,0.85869308,0.92397512,0.73109831
UNetFormer-style ResNet34,123,dunedin_1073,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1073.tif,73060,7476,4192,80536,77252,0.86228874,0.92605268,0.73626218
UNetFormer-style ResNet34,123,dunedin_1074,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1074.tif,63449,6090,3720,69539,67169,0.86609154,0.92824121,0.77143718
UNetFormer-style ResNet34,123,dunedin_1075,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1075.tif,72988,7452,3077,80440,76065,0.87392986,0.93272419,0.78792725
UNetFormer-style ResNet34,123,dunedin_1076,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1076.tif,58444,6465,2279,64909,60723,0.86985771,0.93039990,0.74681895
UNetFormer-style ResNet34,123,dunedin_1077,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1077.tif,37249,4549,296,41798,37545,0.88490046,0.93893601,0.73144876
UNetFormer-style ResNet34,123,dunedin_1078,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1078.tif,383,40,2,423,385,0.90117647,0.94801980,0.90419162
UNetFormer-style ResNet34,123,dunedin_1079,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1079.tif,502,224,23,726,525,0.67022697,0.80255795,0.73570990
UNetFormer-style ResNet34,123,dunedin_108,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_108.tif,35329,5414,970,40743,36299,0.84695419,0.91713611,0.70183874
UNetFormer-style ResNet34,123,dunedin_1080,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1080.tif,61717,35886,32580,97603,94297,0.47407880,0.64322043,0.29526860
UNetFormer-style ResNet34,123,dunedin_1081,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1081.tif,19872,1396,94065,21268,113937,0.17230108,0.29395363,0.43798731
UNetFormer-style ResNet34,123,dunedin_1082,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1082.tif,7803,350,1723,8153,9526,0.79009721,0.88274224,0.68831405
UNetFormer-style ResNet34,123,dunedin_1083,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1083.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1084,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1084.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1085,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1085.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1086,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1086.tif,0,210,0,210,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,123,dunedin_1087,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1087.tif,0,2905,0,2905,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,123,dunedin_1088,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1088.tif,0,2118,0,2118,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,123,dunedin_1089,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1089.tif,0,4494,0,4494,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,123,dunedin_109,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_109.tif,35669,17943,298,53612,35967,0.66163977,0.79636968,0.42942797
UNetFormer-style ResNet34,123,dunedin_1090,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1090.tif,40701,5052,1086,45753,41787,0.86895536,0.92988348,0.67611434
UNetFormer-style ResNet34,123,dunedin_1091,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1091.tif,36122,3475,3329,39597,39451,0.84149467,0.91392572,0.67056822
UNetFormer-style ResNet34,123,dunedin_1092,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1092.tif,58741,5963,13038,64704,71779,0.75558900,0.86078120,0.69089137
UNetFormer-style ResNet34,123,dunedin_1093,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1093.tif,55423,7252,4468,62675,59891,0.82544718,0.90437805,0.75398325
UNetFormer-style ResNet34,123,dunedin_1094,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1094.tif,57803,4348,1994,62151,59797,0.90113025,0.94799423,0.83078655
UNetFormer-style ResNet34,123,dunedin_1095,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1095.tif,74639,6425,5954,81064,80593,0.85774208,0.92342429,0.74715028
UNetFormer-style ResNet34,123,dunedin_1096,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1096.tif,77266,7126,6277,84392,83543,0.85217660,0.92018936,0.78043888
UNetFormer-style ResNet34,123,dunedin_1097,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1097.tif,61855,6455,2844,68310,64699,0.86931163,0.93008744,0.76082393
UNetFormer-style ResNet34,123,dunedin_1098,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1098.tif,73523,5625,3018,79148,76541,0.89481051,0.94448548,0.83467513
UNetFormer-style ResNet34,123,dunedin_1099,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1099.tif,65258,8476,3469,73734,68727,0.84527803,0.91615249,0.79005552
UNetFormer-style ResNet34,123,dunedin_11,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_11.tif,42163,4444,2039,46607,44202,0.86673108,0.92860840,0.75565706
UNetFormer-style ResNet34,123,dunedin_110,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_110.tif,82477,13739,66342,96216,148819,0.50736968,0.67318546,0.31963054
UNetFormer-style ResNet34,123,dunedin_1100,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1100.tif,63306,6599,4680,69905,67986,0.84877656,0.91820351,0.76651270
UNetFormer-style ResNet34,123,dunedin_1101,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1101.tif,67036,5980,4828,73016,71864,0.86115821,0.92540033,0.79903616
UNetFormer-style ResNet34,123,dunedin_1103,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1103.tif,66137,7000,6755,73137,72892,0.82783007,0.90580638,0.72366968
UNetFormer-style ResNet34,123,dunedin_1105,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1105.tif,66575,4628,7576,71203,74151,0.84508562,0.91603946,0.76679648
UNetFormer-style ResNet34,123,dunedin_1106,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1106.tif,61291,4893,6318,66184,67609,0.84536978,0.91620638,0.77760004
UNetFormer-style ResNet34,123,dunedin_1107,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1107.tif,76219,6897,6083,83116,82302,0.85448267,0.92153212,0.77043392
UNetFormer-style ResNet34,123,dunedin_1108,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1108.tif,87375,7588,7435,94963,94810,0.85328815,0.92083700,0.69442829
UNetFormer-style ResNet34,123,dunedin_1109,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1109.tif,69331,10389,4026,79720,73357,0.82787238,0.90583171,0.72425024
UNetFormer-style ResNet34,123,dunedin_111,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_111.tif,76228,3095,4928,79323,81156,0.90477264,0.95000592,0.60320381
UNetFormer-style ResNet34,123,dunedin_1110,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1110.tif,34325,4536,1081,38861,35406,0.85937109,0.92436748,0.75921279
UNetFormer-style ResNet34,123,dunedin_1111,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1111.tif,50235,10516,923,60751,51158,0.81452476,0.89778302,0.65237696
UNetFormer-style ResNet34,123,dunedin_1113,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1113.tif,22282,5592,1800,27874,24082,0.75089304,0.85772577,0.56537644
UNetFormer-style ResNet34,123,dunedin_1114,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1114.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1115,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1115.tif,2778,160,1162,2938,3940,0.67756098,0.80779296,0.76153137
UNetFormer-style ResNet34,123,dunedin_1117,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1117.tif,17195,72722,80,89917,17275,0.19106192,0.32082618,0.23326633
UNetFormer-style ResNet34,123,dunedin_1118,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1118.tif,2086,39170,1016,41256,3102,0.04934709,0.09405293,0.19419584
UNetFormer-style ResNet34,123,dunedin_1119,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1119.tif,19896,710,569,20606,20465,0.93959858,0.96885881,0.80266552
UNetFormer-style ResNet34,123,dunedin_112,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_112.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1120,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1120.tif,730,87,107,817,837,0.79004329,0.88270859,0.79727520
UNetFormer-style ResNet34,123,dunedin_1121,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1121.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1122,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1122.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1123,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1123.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1124,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1124.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1125,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1125.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1126,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1126.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,123,dunedin_1127,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1127.tif,52403,11656,1277,64059,53680,0.80205400,0.89015534,0.65730182
UNetFormer-style ResNet34,123,dunedin_1128,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1128.tif,26664,4757,7329,31421,33993,0.68810323,0.81523833,0.51966415
UNetFormer-style ResNet34,123,dunedin_1129,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1129.tif,63227,4093,12661,67320,75888,0.79052525,0.88300933,0.68544445
UNetFormer-style ResNet34,123,dunedin_113,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_113.tif,10286,1633,1008,11919,11294,0.79569892,0.88622754,0.59873071
UNetFormer-style ResNet34,123,dunedin_1130,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1130.tif,62205,5793,3999,67998,66204,0.86399433,0.92703536,0.76676833
UNetFormer-style ResNet34,123,dunedin_1131,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1131.tif,76627,7311,3037,83938,79664,0.88102328,0.93674894,0.80147455
UNetFormer-style ResNet34,123,dunedin_1132,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1132.tif,63696,6174,2582,69870,66278,0.87914757,0.93568763,0.80939241
UNetFormer-style ResNet34,123,dunedin_1133,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1133.tif,66656,5432,2812,72088,69468,0.88993324,0.94176156,0.80418124
UNetFormer-style ResNet34,123,dunedin_1134,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1134.tif,70156,8358,3539,78514,73695,0.85500835,0.92183774,0.77293385
UNetFormer-style ResNet34,123,dunedin_1135,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1135.tif,63803,10675,2697,74478,66500,0.82673145,0.90514832,0.77597622
UNetFormer-style ResNet34,123,dunedin_1136,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1136.tif,44586,3610,1696,48196,46282,0.89365028,0.94383878,0.81519201
UNetFormer-style ResNet34,123,dunedin_1137,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1137.tif,59346,22925,2479,82271,61825,0.70024779,0.82370087,0.68939152
UNetFormer-style ResNet34,123,dunedin_1138,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1138.tif,76962,7414,5168,84376,82130,0.85948807,0.92443516,0.76487611
UNetFormer-style ResNet34,123,dunedin_1139,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1139.tif,61934,5032,7136,66966,69070,0.83579391,0.91055309,0.78738994
UNetFormer-style ResNet34,123,dunedin_114,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_114.tif,42583,2569,2118,45152,44701,0.90084620,0.94783702,0.81502890
