image_name,region_prefix,seed,model,mIoU,F1,Boundary_IoU
khartoum_261,Khartoum,456,DeepLabv3+ ResNet50,0.2221500831444836,0.3635397750376129,0.16273150180118773
khartoum_262,Khartoum,456,DeepLabv3+ ResNet50,0.46921315821311194,0.6387271385226955,0.19826585401538865
khartoum_263,Khartoum,456,DeepLabv3+ ResNet50,0.046840212367171515,0.0894887525580992,0.02962437987930812
khartoum_266,Khartoum,456,DeepLabv3+ ResNet50,0.33911151133619155,0.506472401235604,0.18239477225463777
khartoum_267,Khartoum,456,DeepLabv3+ ResNet50,0.2607437402065123,0.41363479649475254,0.12355389958572287
khartoum_268,Khartoum,456,DeepLabv3+ ResNet50,0.525514408675912,0.6889668241571509,0.17545318476862504
khartoum_269,Khartoum,456,DeepLabv3+ ResNet50,0.49878754259529473,0.6655880549038073,0.22590216316479625
khartoum_27,Khartoum,456,DeepLabv3+ ResNet50,0.2766639745373256,0.43341706205333813,0.15438486464180903
khartoum_270,Khartoum,456,DeepLabv3+ ResNet50,0.547832804410026,0.7078707762867014,0.25719458904358156
khartoum_271,Khartoum,456,DeepLabv3+ ResNet50,0.5889998944668897,0.7413466753745579,0.22236731798667964
khartoum_272,Khartoum,456,DeepLabv3+ ResNet50,0.5037142405583068,0.6699600588614937,0.18636800000520723
khartoum_273,Khartoum,456,DeepLabv3+ ResNet50,0.5071461740905674,0.6729887025002637,0.2278665846969884
khartoum_274,Khartoum,456,DeepLabv3+ ResNet50,0.26541139401424835,0.41948633506755206,0.10264933683774008
khartoum_275,Khartoum,456,DeepLabv3+ ResNet50,0.22761203471812916,0.37082079399804124,0.13461008542496875
