image_name,region,image_path,gt_fg_ratio,lora_mIoU,hl_mIoU,lora_F1,hl_F1,lora_Boundary_IoU,hl_Boundary_IoU,lora_fp_ratio,hl_fp_ratio,lora_fn_ratio,hl_fn_ratio,delta_mIoU,delta_F1,delta_Boundary_IoU,delta_fp_ratio,delta_fn_ratio
kitsap_711,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_711.tif,0.05931854248046875,0.8748989257255695,0.9007929302106362,0.9332758302016719,0.9478075343121746,0.4916987488030353,0.5790905557769259,0.0067291259765625,0.003704071044921875,0.00153350830078125,0.0025482177734375,0.025894004485066735,0.014531704110502641,0.0873918069738906,0.003025054931640625,-0.00101470947265625
kitsap_1794,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1794.tif,0.0,2.8011204473946436e-10,6.13496932138959e-10,2.8011204473946436e-10,6.13496932138959e-10,1.7857142853954081e-10,5.291005288205817e-10,0.001361846923828125,0.000621795654296875,0.0,0.0,3.333848873994946e-10,3.333848873994946e-10,3.505291002810409e-10,0.00074005126953125,0.0
kitsap_1941,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1941.tif,0.0195465087890625,0.721517003608815,0.7663631678445909,0.8382339553951913,0.8677300136173144,0.3842674533061108,0.4925016300914475,0.004795074462890625,0.002658843994140625,0.001983642578125,0.002529144287109375,0.04484616423577592,0.02949605822212309,0.1082341767853367,0.00213623046875,-0.000545501708984375
kitsap_3523,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_3523.tif,0.21812057495117188,0.7737067566694137,0.7900085097866045,0.8724178940628741,0.8826868760313182,0.4146750737328011,0.4625861113324819,0.016971588134765625,0.010498046875,0.036228179931640625,0.037509918212890625,0.016301753117190843,0.010268981968444169,0.047911037599680795,0.006473541259765625,-0.00128173828125
kitsap_3387,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_3387.tif,0.052539825439453125,0.7175774990345495,0.7663773629784426,0.8355692822448426,0.8677391128765305,0.38185702296954405,0.4605152382601404,0.0164947509765625,0.011631011962890625,0.003002166748046875,0.003360748291015625,0.04879986394389313,0.03216983063168788,0.07865821529059636,0.004863739013671875,-0.00035858154296875
kitsap_1746,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1746.tif,0.1068267822265625,0.7480366707201129,0.7472673510756263,0.8558592428289488,0.8553554790746414,0.18464858200381742,0.18375000000637692,0.009265899658203125,0.007991790771484375,0.019985198974609375,0.021026611328125,-0.0007693196444866768,-0.0005037637543073847,-0.0008985819974405007,0.00127410888671875,-0.001041412353515625
kitsap_2403,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_2403.tif,0.18688201904296875,0.7576376619556875,0.7654134475641294,0.8621090436951069,0.8671208986428641,0.4268766822863451,0.4423919448657672,0.02039337158203125,0.01259613037109375,0.029842376708984375,0.034198760986328125,0.007775785608441943,0.005011854947757244,0.015515262579422096,0.0077972412109375,-0.00435638427734375
kitsap_1279,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1279.tif,0.021610260009765625,0.8021961715417392,0.8451460142092321,0.8902428983129663,0.9160749422541187,0.45761986302530777,0.5525017618145994,0.00409698486328125,0.00255584716796875,0.000988006591796875,0.001186370849609375,0.04294984266749291,0.02583204394115235,0.09488189878929165,0.0015411376953125,-0.0001983642578125
kitsap_3537,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_3537.tif,0.02431488037109375,0.8552500356196716,0.8688885626212173,0.9219781907547075,0.9298452352900476,0.5355964167954833,0.5823745410138953,0.002460479736328125,0.001667022705078125,0.001415252685546875,0.001739501953125,0.013638527001545664,0.00786704453534004,0.04677812421841199,0.00079345703125,-0.000324249267578125
kitsap_2592,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_2592.tif,0.17252731323242188,0.7403819649542422,0.7527484994126509,0.8508269792069022,0.8589349808768945,0.4184483964446537,0.44726218818070784,0.021221160888671875,0.01241302490234375,0.029079437255859375,0.033313751220703125,0.012366534458408629,0.00810800166999226,0.02881379173605414,0.008808135986328125,-0.00423431396484375
