image_name,seed,method,mIoU,F1,Boundary_IoU
khartoum_690,456,Compact-ResUNet target-adapted,0.47670076311136667,0.6456294667401835,0.2570622646501076
khartoum_691,456,Compact-ResUNet target-adapted,0.5633724988370915,0.7207143521534612,0.258880750413626
khartoum_692,456,Compact-ResUNet target-adapted,0.49287656719089323,0.6603045128080565,0.14014341609701658
khartoum_693,456,Compact-ResUNet target-adapted,0.4824554117080817,0.6508869108609352,0.19466355922315445
khartoum_694,456,Compact-ResUNet target-adapted,0.2904362735764825,0.45013656160069254,0.13580547535695617
khartoum_695,456,Compact-ResUNet target-adapted,0.3018547387783289,0.4637302915397825,0.18544543265887314
khartoum_696,456,Compact-ResUNet target-adapted,0.2643829742483763,0.4182007819352452,0.1868797709943061
khartoum_697,456,Compact-ResUNet target-adapted,0.18162062735078735,0.3074093717502239,0.20140154610269184
khartoum_698,456,Compact-ResUNet target-adapted,0.3955065951593028,0.5668287008187801,0.20265390664982466
khartoum_699,456,Compact-ResUNet target-adapted,0.44095964491678874,0.6120360781401417,0.20261144974542067
khartoum_7,456,Compact-ResUNet target-adapted,0.1301936765508178,0.2303917978818719,0.11655530810517364
khartoum_70,456,Compact-ResUNet target-adapted,0.3711228556582794,0.5413415057979674,0.20382328495747742
khartoum_700,456,Compact-ResUNet target-adapted,0.3167096859286351,0.4810622862624801,0.2534229001953364
khartoum_701,456,Compact-ResUNet target-adapted,0.10439918953568322,0.18906060512084,0.09790624735866825
khartoum_702,456,Compact-ResUNet target-adapted,0.5312288012409981,0.6938594686963484,0.11036553718725303
khartoum_703,456,Compact-ResUNet target-adapted,0.02655649591099913,0.051738985659767665,0.03937803693279153
khartoum_704,456,Compact-ResUNet target-adapted,0.019397068845659032,0.038055963545514576,0.02468538238570498
khartoum_705,456,Compact-ResUNet target-adapted,0.239835426437342,0.3868826802698428,0.059185663784410626
khartoum_706,456,Compact-ResUNet target-adapted,0.6401040789209484,0.7805651935722008,0.33776072412653235
khartoum_707,456,Compact-ResUNet target-adapted,0.5113423918290232,0.6766731279334872,0.257664009811829
khartoum_708,456,Compact-ResUNet target-adapted,0.34973904480615486,0.5182320925688951,0.19485773513124
khartoum_709,456,Compact-ResUNet target-adapted,0.4900519722193077,0.6577649388823069,0.20978234998649964
khartoum_71,456,Compact-ResUNet target-adapted,0.28014270656080414,0.4376741829244519,0.17113989513450537
khartoum_710,456,Compact-ResUNet target-adapted,0.5101730841169421,0.6756484928548129,0.2622768397128352
khartoum_711,456,Compact-ResUNet target-adapted,0.3995768823931151,0.5709966882414897,0.20459864866971195
khartoum_712,456,Compact-ResUNet target-adapted,0.313325752336651,0.4771485700008238,0.1240968975792526
khartoum_713,456,Compact-ResUNet target-adapted,0.4644489767218265,0.6342986121118582,0.21926296958966832
khartoum_714,456,Compact-ResUNet target-adapted,0.3842092632638652,0.555131761445012,0.15255658006044118
khartoum_715,456,Compact-ResUNet target-adapted,0.4464280250888077,0.6172834283421813,0.22469922975071627
khartoum_716,456,Compact-ResUNet target-adapted,0.40276242320854927,0.5742418196333058,0.1968316140556953
khartoum_717,456,Compact-ResUNet target-adapted,0.2403262886751235,0.38752107549281756,0.170765860008285
khartoum_718,456,Compact-ResUNet target-adapted,0.16744420628020748,0.28685603196966536,0.10605916484777865
khartoum_719,456,Compact-ResUNet target-adapted,0.2733113931998236,0.4292923076930881,0.15020388686632352
khartoum_72,456,Compact-ResUNet target-adapted,0.46908562210864174,0.6386089619952188,0.22347612348814527
khartoum_720,456,Compact-ResUNet target-adapted,0.3645844218283254,0.534352314149027,0.14874866879885848
khartoum_721,456,Compact-ResUNet target-adapted,0.26050613818397683,0.4133357709129064,0.14974678796035415
khartoum_722,456,Compact-ResUNet target-adapted,0.36336559941109065,0.5330420535263084,0.15719419673689347
khartoum_723,456,Compact-ResUNet target-adapted,0.027841052922605896,0.054173848829003356,0.09064851311033148
khartoum_724,456,Compact-ResUNet target-adapted,0.5770387048899017,0.7318003078814962,0.2525398219004713
khartoum_725,456,Compact-ResUNet target-adapted,0.36284192161604645,0.5324783687097435,0.1624440758076649
khartoum_726,456,Compact-ResUNet target-adapted,0.35746891232741435,0.5266697588139881,0.1897158662359208
khartoum_727,456,Compact-ResUNet target-adapted,0.12816136907931414,0.2272039667215161,0.0909753483425896
khartoum_728,456,Compact-ResUNet target-adapted,0.1927556487320585,0.3232106239636051,0.10951440033797522
khartoum_729,456,Compact-ResUNet target-adapted,0.1352930242461688,0.2383402722570091,0.04280202195721951
khartoum_73,456,Compact-ResUNet target-adapted,0.3376515050105164,0.5048422608512027,0.18272679078307494
khartoum_730,456,Compact-ResUNet target-adapted,0.1586310267334556,0.2738249245390476,0.11432829466244888
khartoum_731,456,Compact-ResUNet target-adapted,0.4614950103660046,0.6315382633389393,0.21755464482210463
khartoum_732,456,Compact-ResUNet target-adapted,0.43664524929157844,0.6078678776221421,0.19225411362399866
khartoum_733,456,Compact-ResUNet target-adapted,0.37137279450057675,0.5416073528505124,0.16194390628263786
khartoum_734,456,Compact-ResUNet target-adapted,0.36844898287419114,0.5384913686736674,0.1302742371585473
khartoum_735,456,Compact-ResUNet target-adapted,0.4206423034335144,0.5921860871194586,0.153052463982091
khartoum_736,456,Compact-ResUNet target-adapted,0.3763130476374739,0.5468422293652522,0.15379751488985546
khartoum_737,456,Compact-ResUNet target-adapted,0.3972663574474557,0.5686336829474015,0.18957624902174477
khartoum_738,456,Compact-ResUNet target-adapted,0.5413945366942439,0.7024736675855845,0.2019575286224418
khartoum_739,456,Compact-ResUNet target-adapted,0.38469795734316853,0.5556416911034462,0.1295305092548416
khartoum_74,456,Compact-ResUNet target-adapted,0.36905988052517225,0.539143518519052,0.21150017566613677
khartoum_740,456,Compact-ResUNet target-adapted,0.5011886460532979,0.6677224043371458,0.13806679790607912
khartoum_741,456,Compact-ResUNet target-adapted,0.24240942774999383,0.39022470746734966,0.15564068186494678
khartoum_743,456,Compact-ResUNet target-adapted,0.02274467600939021,0.04447772067051584,0.016788197394060324
khartoum_744,456,Compact-ResUNet target-adapted,0.6809268520862054,0.810180230318485,0.415589614552124
khartoum_745,456,Compact-ResUNet target-adapted,0.18442492858186285,0.31141683044693164,0.13832072476352703
khartoum_746,456,Compact-ResUNet target-adapted,0.17994025065727934,0.304998919320553,0.09583782327890679
khartoum_747,456,Compact-ResUNet target-adapted,0.6122011541645105,0.7594600122729404,0.233506618793968
khartoum_748,456,Compact-ResUNet target-adapted,0.3556795469695818,0.5247251059652265,0.1614056403206584
khartoum_749,456,Compact-ResUNet target-adapted,0.5326863110512894,0.6951015445367051,0.19910810716928853
khartoum_75,456,Compact-ResUNet target-adapted,0.3063018242130937,0.46896026406040286,0.14888961820502777
khartoum_750,456,Compact-ResUNet target-adapted,5.524861875400629e-10,5.524861875400629e-10,2.849002848191167e-10
khartoum_751,456,Compact-ResUNet target-adapted,0.577240980287686,0.7319629498621337,0.21683983737284343
khartoum_753,456,Compact-ResUNet target-adapted,0.46036615055282715,0.6304804454385007,0.1699816401532284
khartoum_754,456,Compact-ResUNet target-adapted,0.5355521346874106,0.6975368958036512,0.29728457288547394
khartoum_755,456,Compact-ResUNet target-adapted,0.4892603940150126,0.6570515082266292,0.20728220652634752
khartoum_756,456,Compact-ResUNet target-adapted,0.5009498771880748,0.6675104676065666,0.22002120760520044
khartoum_757,456,Compact-ResUNet target-adapted,0.3786981378879068,0.549356131673445,0.13783512675673623
khartoum_758,456,Compact-ResUNet target-adapted,0.6039426523311409,0.753072625698865,0.2834267413983301
khartoum_759,456,Compact-ResUNet target-adapted,0.3864550882664996,0.5574722059687478,0.19302144314301561
khartoum_76,456,Compact-ResUNet target-adapted,0.36480921013665085,0.5345937108672476,0.1760512031124102
khartoum_760,456,Compact-ResUNet target-adapted,0.23161660056622616,0.37611802318910975,0.10361333798279629
khartoum_761,456,Compact-ResUNet target-adapted,0.11420230420505986,0.20499383958077172,0.06453437225378743
khartoum_762,456,Compact-ResUNet target-adapted,0.16918015310746953,0.289399632139654,0.13942879261483748
khartoum_763,456,Compact-ResUNet target-adapted,0.15589170919352527,0.269734107361471,0.11986521976552268
khartoum_764,456,Compact-ResUNet target-adapted,0.21629386248930443,0.3556605342830063,0.1077163042508251
khartoum_765,456,Compact-ResUNet target-adapted,0.46672770799406116,0.6364203873017411,0.23903186030937706
khartoum_766,456,Compact-ResUNet target-adapted,0.45720904395577633,0.6275133219244989,0.20752306970646076
khartoum_767,456,Compact-ResUNet target-adapted,0.385710863577212,0.5566974665713944,0.18947530864447693
khartoum_768,456,Compact-ResUNet target-adapted,0.21611656340915605,0.3554208040763326,0.1259564655353553
khartoum_769,456,Compact-ResUNet target-adapted,0.5133562678470014,0.6784341252006424,0.16549157853778074
khartoum_77,456,Compact-ResUNet target-adapted,0.1731853530028724,0.2952395417469892,0.10072566651127747
khartoum_770,456,Compact-ResUNet target-adapted,0.7426101987906096,0.8522963991669587,0.3511287665955279
khartoum_771,456,Compact-ResUNet target-adapted,0.1145199132811187,0.20550536946943398,0.11972914743539717
khartoum_772,456,Compact-ResUNet target-adapted,0.25773558906949745,0.40984065539518455,0.11860114236685364
khartoum_773,456,Compact-ResUNet target-adapted,0.00036010546009879744,0.0007199516610308679,0.01557669441531678
khartoum_777,456,Compact-ResUNet target-adapted,0.4508412509902506,0.6214894299184671,0.17935024477198366
khartoum_778,456,Compact-ResUNet target-adapted,0.43022706910392944,0.6016206494725133,0.20235631708301968
khartoum_779,456,Compact-ResUNet target-adapted,0.3369263362831216,0.5040312650575469,0.1822189145882333
khartoum_78,456,Compact-ResUNet target-adapted,0.14188179836546916,0.24850522806852354,0.08367918655560365
khartoum_780,456,Compact-ResUNet target-adapted,0.3126349892049878,0.47634718223192857,0.1666423676981583
khartoum_781,456,Compact-ResUNet target-adapted,0.2585954759027061,0.4109270704580829,0.1690584060544802
khartoum_784,456,Compact-ResUNet target-adapted,3.213470869876238e-12,3.213470869876238e-12,8.111615833808308e-12
khartoum_785,456,Compact-ResUNet target-adapted,0.09176921650428688,0.16811101671385945,0.06287613402440603
khartoum_786,456,Compact-ResUNet target-adapted,0.22991536411025987,0.3738718465008008,0.1511042231715069
khartoum_787,456,Compact-ResUNet target-adapted,0.2371192712853485,0.38334100322608267,0.13113367175330995
khartoum_788,456,Compact-ResUNet target-adapted,0.16738248986584356,0.2867654625931698,0.07282763533313849
khartoum_789,456,Compact-ResUNet target-adapted,0.33965093369250143,0.5070737834010034,0.16137935128005051
khartoum_79,456,Compact-ResUNet target-adapted,0.09783375214832102,0.17823054165836813,0.08294826149765687
khartoum_791,456,Compact-ResUNet target-adapted,0.13041726117311228,0.23074180774159506,0.029576248924559633
khartoum_792,456,Compact-ResUNet target-adapted,0.010303450031786208,0.02039674323742985,0.033987529392650574
khartoum_793,456,Compact-ResUNet target-adapted,0.016098942101953274,0.0316877450302603,0.020605652115831662
khartoum_794,456,Compact-ResUNet target-adapted,0.5508792449790767,0.7104089461025224,0.2500303250860474
khartoum_795,456,Compact-ResUNet target-adapted,0.4975427705727395,0.6644788788000077,0.17289397117643562
khartoum_796,456,Compact-ResUNet target-adapted,0.49605584013919446,0.663151503880902,0.19008421823626498
khartoum_797,456,Compact-ResUNet target-adapted,0.3555506853323877,0.5245848630809226,0.16329377855584692
khartoum_798,456,Compact-ResUNet target-adapted,0.44760047990484764,0.6184033317452102,0.13560498397350826
khartoum_799,456,Compact-ResUNet target-adapted,0.5104561936087461,0.675896720167707,0.2288794367863947
khartoum_8,456,Compact-ResUNet target-adapted,0.28592939112742355,0.4447046519036825,0.1243097238913079
