method,seed,image_id,path,tp,fp,fn,pred_area,gt_area,iou,f1,biou
UNetFormer-style ResNet34,42,dunedin_781,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_781.tif,69858,6708,10068,76566,79926,0.80635778,0.89279963,0.64620567
UNetFormer-style ResNet34,42,dunedin_782,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_782.tif,54931,3042,9584,57973,64515,0.81310597,0.89692051,0.65633621
UNetFormer-style ResNet34,42,dunedin_783,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_783.tif,63372,5580,3087,68952,66459,0.87969017,0.93599486,0.74185252
UNetFormer-style ResNet34,42,dunedin_784,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_784.tif,53341,4109,4108,57450,57449,0.86651613,0.92848502,0.75606012
UNetFormer-style ResNet34,42,dunedin_785,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_785.tif,44473,4076,5812,48549,50285,0.81810489,0.89995346,0.75908920
UNetFormer-style ResNet34,42,dunedin_786,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_786.tif,35366,3156,8135,38522,43501,0.75799987,0.86234349,0.65906117
UNetFormer-style ResNet34,42,dunedin_787,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_787.tif,60091,5600,4339,65691,64430,0.85807511,0.92361725,0.74489429
UNetFormer-style ResNet34,42,dunedin_788,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_788.tif,42490,5383,6702,47873,49192,0.77856161,0.87549580,0.65935830
UNetFormer-style ResNet34,42,dunedin_789,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_789.tif,52717,4227,6702,56944,59419,0.82828457,0.90607839,0.68358050
UNetFormer-style ResNet34,42,dunedin_790,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_790.tif,36922,2935,2784,39857,39706,0.86588026,0.92811985,0.73785461
UNetFormer-style ResNet34,42,dunedin_791,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_791.tif,45949,4630,1710,50579,47659,0.87875079,0.93546286,0.71150955
UNetFormer-style ResNet34,42,dunedin_793,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_793.tif,22079,8730,965,30809,23044,0.69487631,0.81997289,0.50444870
UNetFormer-style ResNet34,42,dunedin_794,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_794.tif,77516,10899,3693,88415,81209,0.84157728,0.91397444,0.76689303
UNetFormer-style ResNet34,42,dunedin_795,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_795.tif,102831,7046,5898,109877,108729,0.88819693,0.94078845,0.70141260
UNetFormer-style ResNet34,42,dunedin_796,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_796.tif,60958,8658,2623,69616,63581,0.84383782,0.91530590,0.67686048
UNetFormer-style ResNet34,42,dunedin_797,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_797.tif,14868,1855,2974,16723,17842,0.75483576,0.86029220,0.61331203
UNetFormer-style ResNet34,42,dunedin_798,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_798.tif,6620,1068,1753,7688,8373,0.70119691,0.82435714,0.61981008
UNetFormer-style ResNet34,42,dunedin_799,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_799.tif,78864,12327,6012,91191,84876,0.81133298,0.89584079,0.71076516
UNetFormer-style ResNet34,42,dunedin_8,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_8.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_80,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_80.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_800,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_800.tif,86369,17427,9077,103796,95446,0.76518742,0.86697584,0.62156655
UNetFormer-style ResNet34,42,dunedin_801,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_801.tif,86695,17828,6113,104523,92808,0.78360570,0.87867593,0.66182388
UNetFormer-style ResNet34,42,dunedin_802,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_802.tif,75445,7364,8983,82809,84428,0.82191258,0.90225249,0.74072733
UNetFormer-style ResNet34,42,dunedin_803,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_803.tif,64044,8379,5737,72423,69781,0.81939611,0.90073416,0.69656066
UNetFormer-style ResNet34,42,dunedin_805,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_805.tif,61836,10505,4808,72341,66644,0.80151395,0.88982264,0.63737203
UNetFormer-style ResNet34,42,dunedin_806,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_806.tif,68488,11897,5176,80385,73664,0.80045815,0.88917163,0.57582867
UNetFormer-style ResNet34,42,dunedin_807,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_807.tif,91612,18168,5093,109780,96705,0.79750681,0.88734775,0.67170568
UNetFormer-style ResNet34,42,dunedin_808,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_808.tif,76426,7895,5497,84321,81923,0.85089848,0.91944371,0.76364332
UNetFormer-style ResNet34,42,dunedin_809,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_809.tif,80471,10854,3719,91325,84190,0.84667102,0.91697006,0.73506077
UNetFormer-style ResNet34,42,dunedin_81,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_81.tif,7326,798,165,8124,7491,0.88382193,0.93832853,0.66837881
UNetFormer-style ResNet34,42,dunedin_812,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_812.tif,63728,4774,7765,68502,71493,0.83559075,0.91043252,0.67494206
UNetFormer-style ResNet34,42,dunedin_813,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_813.tif,39842,3360,16528,43202,56370,0.66703499,0.80026513,0.53470827
UNetFormer-style ResNet34,42,dunedin_814,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_814.tif,41310,4225,7460,45535,48770,0.77950750,0.87609353,0.66103224
UNetFormer-style ResNet34,42,dunedin_815,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_815.tif,21207,1207,6292,22414,27499,0.73876541,0.84975858,0.55613284
UNetFormer-style ResNet34,42,dunedin_816,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_816.tif,63103,5183,8730,68286,71833,0.81934923,0.90070583,0.62435065
UNetFormer-style ResNet34,42,dunedin_817,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_817.tif,51345,4105,7715,55450,59060,0.81287105,0.89677757,0.66179909
UNetFormer-style ResNet34,42,dunedin_818,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_818.tif,57882,5796,9109,63678,66991,0.79522442,0.88593316,0.63865997
UNetFormer-style ResNet34,42,dunedin_819,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_819.tif,57696,4611,5222,62307,62918,0.85438848,0.92147734,0.68187399
UNetFormer-style ResNet34,42,dunedin_82,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_82.tif,25530,1454,4456,26984,29986,0.81202290,0.89626119,0.70286292
UNetFormer-style ResNet34,42,dunedin_820,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_820.tif,51425,2769,5586,54194,57011,0.86023754,0.92486849,0.73991887
UNetFormer-style ResNet34,42,dunedin_821,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_821.tif,58996,4749,6675,63745,65671,0.83777336,0.91172653,0.74258753
UNetFormer-style ResNet34,42,dunedin_822,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_822.tif,14257,1341,3990,15598,18247,0.72784358,0.84248781,0.62544252
UNetFormer-style ResNet34,42,dunedin_823,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_823.tif,48989,3540,5496,52529,54485,0.84427402,0.91556245,0.73918817
UNetFormer-style ResNet34,42,dunedin_824,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_824.tif,60045,4311,7804,64356,67849,0.83210920,0.90836201,0.68444512
UNetFormer-style ResNet34,42,dunedin_825,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_825.tif,38228,2594,5460,40822,43688,0.82597986,0.90469767,0.73390690
UNetFormer-style ResNet34,42,dunedin_826,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_826.tif,32904,2721,5711,35625,38615,0.79601316,0.88642241,0.65668509
UNetFormer-style ResNet34,42,dunedin_827,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_827.tif,44469,5227,1872,49696,46341,0.86233711,0.92608057,0.76493215
UNetFormer-style ResNet34,42,dunedin_828,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_828.tif,38437,3603,3198,42040,41635,0.84966179,0.91872124,0.73225565
UNetFormer-style ResNet34,42,dunedin_829,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_829.tif,38339,3742,3278,42081,41617,0.84523468,0.91612703,0.70811911
UNetFormer-style ResNet34,42,dunedin_83,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_83.tif,40753,3266,848,44019,41601,0.90830677,0.95195048,0.82856075
UNetFormer-style ResNet34,42,dunedin_830,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_830.tif,24710,11408,1702,36118,26412,0.65335801,0.79034064,0.58706516
UNetFormer-style ResNet34,42,dunedin_832,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_832.tif,64481,9137,5449,73618,69930,0.81552354,0.89838939,0.70227090
UNetFormer-style ResNet34,42,dunedin_833,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_833.tif,73976,7490,5384,81466,79360,0.85176742,0.91995075,0.78776534
UNetFormer-style ResNet34,42,dunedin_834,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_834.tif,53215,7324,5868,60539,59083,0.80134624,0.88971928,0.68134077
UNetFormer-style ResNet34,42,dunedin_835,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_835.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_836,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_836.tif,63376,6569,6910,69945,70286,0.82461779,0.90388003,0.47421774
UNetFormer-style ResNet34,42,dunedin_837,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_837.tif,108497,17735,6221,126232,114718,0.81913584,0.90057688,0.61564112
UNetFormer-style ResNet34,42,dunedin_838,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_838.tif,66445,8861,3042,75306,69487,0.84807525,0.91779299,0.71882275
UNetFormer-style ResNet34,42,dunedin_839,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_839.tif,70094,8472,8453,78566,78547,0.80550225,0.89227499,0.68724712
UNetFormer-style ResNet34,42,dunedin_84,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_84.tif,42289,5350,3981,47639,46270,0.81923673,0.90063785,0.67944194
UNetFormer-style ResNet34,42,dunedin_840,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_840.tif,82598,10072,8345,92670,90943,0.81768054,0.89969664,0.72960236
UNetFormer-style ResNet34,42,dunedin_841,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_841.tif,75318,8762,6906,84080,82224,0.82779768,0.90578699,0.71800925
UNetFormer-style ResNet34,42,dunedin_842,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_842.tif,103878,11773,6318,115651,110196,0.85167543,0.91989710,0.67121548
UNetFormer-style ResNet34,42,dunedin_843,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_843.tif,70088,10025,1942,80113,72030,0.85415880,0.92134374,0.62264315
UNetFormer-style ResNet34,42,dunedin_844,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_844.tif,80557,16160,4961,96717,85518,0.79227562,0.88410020,0.60592044
UNetFormer-style ResNet34,42,dunedin_845,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_845.tif,86559,11476,7127,98035,93686,0.82310150,0.90296838,0.70618601
UNetFormer-style ResNet34,42,dunedin_846,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_846.tif,69962,5521,5573,75483,75535,0.86313166,0.92653856,0.77106281
UNetFormer-style ResNet34,42,dunedin_847,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_847.tif,78451,7897,7263,86348,85714,0.83805322,0.91189222,0.74080789
UNetFormer-style ResNet34,42,dunedin_848,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_848.tif,84158,9031,4730,93189,88888,0.85946548,0.92442209,0.75167896
UNetFormer-style ResNet34,42,dunedin_849,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_849.tif,76200,5551,3109,81751,79309,0.89794956,0.94623122,0.76214878
UNetFormer-style ResNet34,42,dunedin_85,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_85.tif,57616,3883,2128,61499,59744,0.90552753,0.95042188,0.63151520
UNetFormer-style ResNet34,42,dunedin_850,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_850.tif,52129,5023,2670,57152,54799,0.87140183,0.93128244,0.72915279
UNetFormer-style ResNet34,42,dunedin_851,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_851.tif,26344,1627,7038,27971,33382,0.75249222,0.85876811,0.65940940
UNetFormer-style ResNet34,42,dunedin_852,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_852.tif,53854,4984,5659,58838,59513,0.83498457,0.91007258,0.66317857
UNetFormer-style ResNet34,42,dunedin_854,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_854.tif,44236,3511,5407,47747,49643,0.83222335,0.90843002,0.68239862
UNetFormer-style ResNet34,42,dunedin_855,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_855.tif,59861,5072,5162,64933,65023,0.85399815,0.92125027,0.75261338
UNetFormer-style ResNet34,42,dunedin_856,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_856.tif,65145,5503,4880,70648,70025,0.86252780,0.92619053,0.73879403
UNetFormer-style ResNet34,42,dunedin_857,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_857.tif,59581,8985,6295,68566,65876,0.79588838,0.88634504,0.64915896
UNetFormer-style ResNet34,42,dunedin_858,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_858.tif,60996,5777,3838,66773,64834,0.86383141,0.92694158,0.77259223
UNetFormer-style ResNet34,42,dunedin_86,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_86.tif,3411,135,89,3546,3500,0.93837689,0.96820891,0.77215190
UNetFormer-style ResNet34,42,dunedin_860,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_860.tif,51665,6186,7940,57851,59605,0.78528978,0.87973369,0.70076192
UNetFormer-style ResNet34,42,dunedin_861,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_861.tif,48083,3254,4085,51337,52168,0.86757966,0.92909521,0.74427359
UNetFormer-style ResNet34,42,dunedin_862,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_862.tif,41401,3718,3484,45119,44885,0.85181985,0.91998133,0.73333840
UNetFormer-style ResNet34,42,dunedin_863,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_863.tif,42485,5384,3454,47869,45939,0.82779650,0.90578629,0.69848793
UNetFormer-style ResNet34,42,dunedin_864,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_864.tif,41927,5728,3091,47655,45018,0.82621290,0.90483744,0.70295673
UNetFormer-style ResNet34,42,dunedin_865,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_865.tif,51083,5121,4008,56204,55091,0.84838570,0.91797475,0.72326472
UNetFormer-style ResNet34,42,dunedin_866,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_866.tif,50331,3792,2809,54123,53140,0.88405466,0.93845967,0.79319254
UNetFormer-style ResNet34,42,dunedin_867,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_867.tif,26072,4903,2992,30975,29064,0.76756852,0.86850214,0.67535569
UNetFormer-style ResNet34,42,dunedin_868,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_868.tif,63859,7791,6962,71650,70821,0.81233145,0.89644910,0.70691633
UNetFormer-style ResNet34,42,dunedin_869,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_869.tif,80151,6090,7494,86241,87645,0.85508081,0.92187985,0.77347047
UNetFormer-style ResNet34,42,dunedin_87,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_87.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_870,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_870.tif,73704,9644,7505,83348,81209,0.81124454,0.89578687,0.71424709
UNetFormer-style ResNet34,42,dunedin_871,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_871.tif,74120,11493,4704,85613,78824,0.82066499,0.90150027,0.70964821
UNetFormer-style ResNet34,42,dunedin_872,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_872.tif,44296,5245,3592,49541,47888,0.83368152,0.90929805,0.63821390
UNetFormer-style ResNet34,42,dunedin_873,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_873.tif,10290,75,3225,10365,13515,0.75717439,0.86180905,0.43948532
UNetFormer-style ResNet34,42,dunedin_874,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_874.tif,110433,4087,3527,114520,113960,0.93550027,0.96667542,0.71050451
UNetFormer-style ResNet34,42,dunedin_875,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_875.tif,80386,8950,3480,89336,83866,0.86607912,0.92823409,0.74181401
UNetFormer-style ResNet34,42,dunedin_876,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_876.tif,67267,9406,7498,76673,74765,0.79917074,0.88837676,0.69874781
UNetFormer-style ResNet34,42,dunedin_877,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_877.tif,82213,9796,3935,92009,86148,0.85688527,0.92292753,0.77862834
UNetFormer-style ResNet34,42,dunedin_878,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_878.tif,75964,11295,3157,87259,79121,0.84016103,0.91313860,0.76033107
UNetFormer-style ResNet34,42,dunedin_879,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_879.tif,80945,13824,5263,94769,86208,0.80919106,0.89453356,0.68112230
UNetFormer-style ResNet34,42,dunedin_88,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_88.tif,55888,2602,8306,58490,64194,0.83669681,0.91108865,0.70864502
UNetFormer-style ResNet34,42,dunedin_881,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_881.tif,79547,8062,6928,87609,86475,0.84143774,0.91389214,0.71022543
UNetFormer-style ResNet34,42,dunedin_883,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_883.tif,81252,9223,5078,90475,86330,0.85033437,0.91911428,0.71792509
UNetFormer-style ResNet34,42,dunedin_884,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_884.tif,75974,6776,10082,82750,86056,0.81840314,0.90013388,0.72352325
UNetFormer-style ResNet34,42,dunedin_885,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_885.tif,73542,9604,7832,83146,81374,0.80834927,0.89401896,0.72233157
UNetFormer-style ResNet34,42,dunedin_886,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_886.tif,65660,3925,5601,69585,71261,0.87330088,0.93236585,0.75153140
UNetFormer-style ResNet34,42,dunedin_887,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_887.tif,87683,5972,3109,93655,90792,0.90615311,0.95076634,0.79137795
UNetFormer-style ResNet34,42,dunedin_888,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_888.tif,59380,6093,4480,65473,63860,0.84885566,0.91824979,0.72194022
UNetFormer-style ResNet34,42,dunedin_889,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_889.tif,73934,6311,7154,80245,81088,0.84593645,0.91653908,0.69629414
UNetFormer-style ResNet34,42,dunedin_89,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_89.tif,62001,4732,5949,66733,67950,0.85304477,0.92069526,0.77306385
UNetFormer-style ResNet34,42,dunedin_890,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_890.tif,57031,7994,3237,65025,60268,0.83547215,0.91036211,0.71786722
UNetFormer-style ResNet34,42,dunedin_891,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_891.tif,50893,5453,4343,56346,55236,0.83858689,0.91220806,0.71044146
UNetFormer-style ResNet34,42,dunedin_892,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_892.tif,75004,10498,5493,85502,80497,0.82426507,0.90366809,0.71574508
UNetFormer-style ResNet34,42,dunedin_893,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_893.tif,55746,7469,6147,63215,61893,0.80369655,0.89116603,0.69328923
UNetFormer-style ResNet34,42,dunedin_894,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_894.tif,67325,8098,2854,75423,70179,0.86008662,0.92478125,0.77866272
UNetFormer-style ResNet34,42,dunedin_895,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_895.tif,62040,11031,5151,73071,67191,0.79312725,0.88463019,0.67411691
UNetFormer-style ResNet34,42,dunedin_897,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_897.tif,43431,3610,2719,47041,46150,0.87280949,0.93208572,0.76300041
UNetFormer-style ResNet34,42,dunedin_898,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_898.tif,58950,4686,8454,63636,67404,0.81772784,0.89972527,0.74051484
UNetFormer-style ResNet34,42,dunedin_899,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_899.tif,44000,3495,4667,47495,48667,0.84352594,0.91512240,0.74343787
UNetFormer-style ResNet34,42,dunedin_9,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_9.tif,654,56,28,710,682,0.88617886,0.93965517,0.91620112
UNetFormer-style ResNet34,42,dunedin_90,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_90.tif,12715,28795,1278,41510,13993,0.29716276,0.45817343,0.26897145
UNetFormer-style ResNet34,42,dunedin_900,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_900.tif,33938,3046,1941,36984,35879,0.87188182,0.93155648,0.77473470
UNetFormer-style ResNet34,42,dunedin_901,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_901.tif,36288,2631,2362,38919,38650,0.87904847,0.93563150,0.77844131
UNetFormer-style ResNet34,42,dunedin_902,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_902.tif,27314,1719,4831,29033,32145,0.80657926,0.89293537,0.68087778
UNetFormer-style ResNet34,42,dunedin_903,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_903.tif,37456,4822,4890,42278,42346,0.79409769,0.88523350,0.66936964
UNetFormer-style ResNet34,42,dunedin_904,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_904.tif,12635,19719,276,32354,12911,0.38722035,0.55826798,0.27670772
UNetFormer-style ResNet34,42,dunedin_905,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_905.tif,63446,10930,4644,74376,68090,0.80291066,0.89068269,0.68386498
UNetFormer-style ResNet34,42,dunedin_906,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_906.tif,71927,11084,5115,83011,77042,0.81618365,0.89878978,0.74755769
UNetFormer-style ResNet34,42,dunedin_907,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_907.tif,73404,10447,5798,83851,79202,0.81879329,0.90036982,0.75685060
UNetFormer-style ResNet34,42,dunedin_909,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_909.tif,54458,11170,5380,65628,59838,0.76692767,0.86809175,0.58671825
UNetFormer-style ResNet34,42,dunedin_91,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_91.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_910,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_910.tif,27504,8035,9848,35539,37352,0.60598850,0.75466107,0.32422406
UNetFormer-style ResNet34,42,dunedin_911,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_911.tif,27342,2979,3958,30321,31300,0.79763120,0.88742474,0.67523095
UNetFormer-style ResNet34,42,dunedin_913,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_913.tif,79322,14852,5073,94174,84395,0.79923826,0.88841848,0.67285364
UNetFormer-style ResNet34,42,dunedin_914,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_914.tif,67147,7364,5342,74511,72489,0.84088262,0.91356463,0.74065008
UNetFormer-style ResNet34,42,dunedin_915,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_915.tif,88059,8758,3282,96817,91341,0.87971908,0.93601122,0.78846984
UNetFormer-style ResNet34,42,dunedin_916,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_916.tif,79520,16109,5649,95629,85169,0.78516558,0.87965575,0.67594779
UNetFormer-style ResNet34,42,dunedin_917,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_917.tif,69554,9666,5422,79220,74976,0.82174334,0.90215051,0.72058824
UNetFormer-style ResNet34,42,dunedin_918,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_918.tif,68168,7755,5978,75923,74146,0.83232195,0.90848876,0.68549799
UNetFormer-style ResNet34,42,dunedin_919,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_919.tif,84257,8738,8726,92995,92983,0.82831470,0.90609642,0.71028907
UNetFormer-style ResNet34,42,dunedin_920,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_920.tif,91178,11629,3641,102807,94819,0.85654968,0.92273284,0.75395262
UNetFormer-style ResNet34,42,dunedin_921,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_921.tif,75661,7777,9653,83438,85314,0.81276385,0.89671234,0.69421032
UNetFormer-style ResNet34,42,dunedin_923,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_923.tif,70892,9256,4706,80148,75598,0.83545855,0.91035404,0.68546322
UNetFormer-style ResNet34,42,dunedin_924,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_924.tif,80781,5751,5598,86532,86379,0.87681537,0.93436508,0.71105219
UNetFormer-style ResNet34,42,dunedin_925,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_925.tif,53693,5504,4722,59197,58415,0.84001627,0.91305309,0.67224567
UNetFormer-style ResNet34,42,dunedin_927,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_927.tif,53051,13905,1919,66956,54970,0.77025045,0.87021636,0.63097178
UNetFormer-style ResNet34,42,dunedin_928,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_928.tif,27878,4526,1943,32404,29821,0.81165750,0.89603857,0.72084839
UNetFormer-style ResNet34,42,dunedin_929,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_929.tif,48965,9463,4747,58428,53712,0.77506925,0.87328340,0.67167606
UNetFormer-style ResNet34,42,dunedin_93,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_93.tif,15892,2927,544,18819,16436,0.82074059,0.90154588,0.58955908
UNetFormer-style ResNet34,42,dunedin_930,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_930.tif,60873,9056,5484,69929,66357,0.80719505,0.89331259,0.72844311
UNetFormer-style ResNet34,42,dunedin_931,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_931.tif,56178,7192,1925,63370,58103,0.86037216,0.92494628,0.75590358
