method,seed,image_id,path,tp,fp,fn,pred_area,gt_area,iou,f1,biou
UNetFormer-style ResNet34,42,dunedin_1028,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1028.tif,64482,8785,4915,73267,69397,0.82476785,0.90397017,0.71452471
UNetFormer-style ResNet34,42,dunedin_1029,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1029.tif,49415,8555,2085,57970,51500,0.82282907,0.90280442,0.70128156
UNetFormer-style ResNet34,42,dunedin_103,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_103.tif,16837,11525,823,28362,17660,0.57690594,0.73169354,0.40554685
UNetFormer-style ResNet34,42,dunedin_1030,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1030.tif,58935,9847,3783,68782,62718,0.81216840,0.89634981,0.71369420
UNetFormer-style ResNet34,42,dunedin_1031,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1031.tif,66400,5821,4998,72221,71398,0.85989200,0.92466874,0.77304048
UNetFormer-style ResNet34,42,dunedin_1032,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1032.tif,61000,6313,6253,67313,67253,0.82918740,0.90661831,0.72736162
UNetFormer-style ResNet34,42,dunedin_1033,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1033.tif,87698,7039,6135,94737,93833,0.86939884,0.93013735,0.76555858
UNetFormer-style ResNet34,42,dunedin_1034,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1034.tif,68316,6482,7055,74798,75371,0.83461816,0.90985490,0.69578539
UNetFormer-style ResNet34,42,dunedin_1035,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1035.tif,65844,4305,7191,70149,73035,0.85135764,0.91971170,0.67628605
UNetFormer-style ResNet34,42,dunedin_1036,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1036.tif,65309,6518,4857,71827,70166,0.85166397,0.91989042,0.73747214
UNetFormer-style ResNet34,42,dunedin_1037,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1037.tif,66318,6389,4912,72707,71230,0.85440421,0.92148648,0.75346459
UNetFormer-style ResNet34,42,dunedin_1038,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1038.tif,46703,3862,5317,50565,52020,0.83574317,0.91052298,0.69030461
UNetFormer-style ResNet34,42,dunedin_1039,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1039.tif,66654,6363,4561,73017,71215,0.85918688,0.92426091,0.75079211
UNetFormer-style ResNet34,42,dunedin_104,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_104.tif,7373,761,14542,8134,21915,0.32514553,0.49073180,0.35665486
UNetFormer-style ResNet34,42,dunedin_1041,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1041.tif,41027,10268,1558,51295,42585,0.77624733,0.87403068,0.56450929
UNetFormer-style ResNet34,42,dunedin_1042,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1042.tif,35417,3684,2717,39101,38134,0.84693194,0.91712307,0.75606657
UNetFormer-style ResNet34,42,dunedin_1043,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1043.tif,46403,5869,3949,52272,50352,0.82536775,0.90433037,0.69412915
UNetFormer-style ResNet34,42,dunedin_1045,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1045.tif,73764,2393,377,76157,74141,0.96380694,0.98156995,0.79758297
UNetFormer-style ResNet34,42,dunedin_1046,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1046.tif,1335,251,15,1586,1350,0.83385384,0.90940054,0.75098641
UNetFormer-style ResNet34,42,dunedin_1047,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1047.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1048,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1048.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1049,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1049.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_105,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_105.tif,31499,2427,3812,33926,35311,0.83467592,0.90988922,0.71181821
UNetFormer-style ResNet34,42,dunedin_1050,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1050.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1052,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1052.tif,0,9645,0,9645,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,42,dunedin_1053,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1053.tif,72083,6202,20494,78285,92577,0.72974013,0.84375695,0.56578293
UNetFormer-style ResNet34,42,dunedin_1054,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1054.tif,36666,2660,2704,39326,39370,0.87237687,0.93183898,0.73522331
UNetFormer-style ResNet34,42,dunedin_1055,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1055.tif,74096,9992,6717,84088,80813,0.81599031,0.89867254,0.65670635
UNetFormer-style ResNet34,42,dunedin_1056,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1056.tif,55125,5643,5443,60768,60568,0.83256559,0.90863388,0.73775827
UNetFormer-style ResNet34,42,dunedin_1057,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1057.tif,46189,7487,6115,53676,52304,0.77250757,0.87165503,0.59591161
UNetFormer-style ResNet34,42,dunedin_1058,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1058.tif,80260,11018,3900,91278,84160,0.84326210,0.91496711,0.73265835
UNetFormer-style ResNet34,42,dunedin_1059,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1059.tif,64356,8426,11166,72782,75522,0.76661743,0.86789298,0.66280641
UNetFormer-style ResNet34,42,dunedin_106,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_106.tif,19259,1718,423,20977,19682,0.89995327,0.94734253,0.78850409
UNetFormer-style ResNet34,42,dunedin_1060,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1060.tif,85201,13603,6939,98804,92140,0.80573655,0.89241872,0.66881484
UNetFormer-style ResNet34,42,dunedin_1061,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1061.tif,56287,11382,4204,67669,60491,0.78314527,0.87838639,0.63856737
UNetFormer-style ResNet34,42,dunedin_1062,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1062.tif,75608,7748,5261,83356,80869,0.85319972,0.92078551,0.76318223
UNetFormer-style ResNet34,42,dunedin_1063,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1063.tif,73152,8322,7033,81474,80185,0.82651090,0.90501611,0.72854480
UNetFormer-style ResNet34,42,dunedin_1064,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1064.tif,63629,10955,8039,74584,71668,0.77011244,0.87012827,0.66415948
UNetFormer-style ResNet34,42,dunedin_1065,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1065.tif,66087,9311,4836,75398,70923,0.82367824,0.90331531,0.72386006
UNetFormer-style ResNet34,42,dunedin_1066,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1066.tif,10873,680,1978,11553,12851,0.80356219,0.89108343,0.68336414
UNetFormer-style ResNet34,42,dunedin_1067,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1067.tif,60741,8679,4433,69420,65174,0.82245813,0.90258110,0.71593739
UNetFormer-style ResNet34,42,dunedin_1068,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1068.tif,67427,9581,5729,77008,73156,0.81495582,0.89804480,0.70370188
UNetFormer-style ResNet34,42,dunedin_1069,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1069.tif,72395,8868,5901,81263,78296,0.83056078,0.90743863,0.70226211
UNetFormer-style ResNet34,42,dunedin_1070,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1070.tif,80264,8929,8086,89193,88350,0.82509072,0.90416406,0.72506631
UNetFormer-style ResNet34,42,dunedin_1071,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1071.tif,67553,3141,7591,70694,75144,0.86291116,0.92641150,0.72077112
UNetFormer-style ResNet34,42,dunedin_1072,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1072.tif,70220,4878,8601,75098,78821,0.83895865,0.91242797,0.69967155
UNetFormer-style ResNet34,42,dunedin_1073,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1073.tif,68831,6091,8421,74922,77252,0.82587620,0.90463548,0.69576891
UNetFormer-style ResNet34,42,dunedin_1074,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1074.tif,60799,5369,6370,66168,67169,0.83816758,0.91195992,0.73159638
UNetFormer-style ResNet34,42,dunedin_1075,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1075.tif,72289,9473,3776,81762,76065,0.84510978,0.91605365,0.73256987
UNetFormer-style ResNet34,42,dunedin_1076,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1076.tif,58791,11588,1932,70379,60723,0.81302983,0.89687419,0.66743814
UNetFormer-style ResNet34,42,dunedin_1077,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1077.tif,36923,4182,622,41105,37545,0.88487071,0.93891926,0.73118855
UNetFormer-style ResNet34,42,dunedin_1078,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1078.tif,374,43,11,417,385,0.87383178,0.93266833,0.87514863
UNetFormer-style ResNet34,42,dunedin_1079,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1079.tif,513,282,12,795,525,0.63568773,0.77727273,0.71835075
UNetFormer-style ResNet34,42,dunedin_108,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_108.tif,34965,2803,1334,37768,36299,0.89419979,0.94414517,0.77177202
UNetFormer-style ResNet34,42,dunedin_1080,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1080.tif,87534,16253,6763,103787,94297,0.79180461,0.88380687,0.33620969
UNetFormer-style ResNet34,42,dunedin_1081,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1081.tif,90039,1921,23898,91960,113937,0.77714961,0.87460235,0.51536119
UNetFormer-style ResNet34,42,dunedin_1082,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1082.tif,8939,403,587,9342,9526,0.90029207,0.94753021,0.80195288
UNetFormer-style ResNet34,42,dunedin_1083,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1083.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1084,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1084.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1085,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1085.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1086,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1086.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1087,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1087.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1088,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1088.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1089,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1089.tif,0,5401,0,5401,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,42,dunedin_109,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_109.tif,35247,7715,720,42962,35967,0.80689987,0.89313180,0.58928217
UNetFormer-style ResNet34,42,dunedin_1090,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1090.tif,33109,3232,8678,36341,41787,0.73544503,0.84755785,0.67603589
UNetFormer-style ResNet34,42,dunedin_1091,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1091.tif,37139,2664,2312,39803,39451,0.88184732,0.93721453,0.71950402
UNetFormer-style ResNet34,42,dunedin_1092,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1092.tif,63900,7441,7879,71341,71779,0.80661449,0.89295696,0.68114288
UNetFormer-style ResNet34,42,dunedin_1093,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1093.tif,57339,8535,2552,65874,59891,0.83797095,0.91184352,0.73875820
UNetFormer-style ResNet34,42,dunedin_1094,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1094.tif,55338,4153,4459,59491,59797,0.86533229,0.92780498,0.77754325
UNetFormer-style ResNet34,42,dunedin_1095,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1095.tif,73948,6454,6645,80402,80593,0.84951808,0.91863722,0.73498827
UNetFormer-style ResNet34,42,dunedin_1096,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1096.tif,77473,8940,6070,86413,83543,0.83769990,0.91168302,0.74677466
UNetFormer-style ResNet34,42,dunedin_1097,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1097.tif,59912,6267,4787,66179,64699,0.84423527,0.91553966,0.73704895
UNetFormer-style ResNet34,42,dunedin_1098,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1098.tif,73568,8712,2973,82280,76541,0.86293737,0.92642661,0.77609202
UNetFormer-style ResNet34,42,dunedin_1099,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1099.tif,65288,10210,3439,75498,68727,0.82708996,0.90536315,0.73868381
UNetFormer-style ResNet34,42,dunedin_11,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_11.tif,40574,2706,3628,43280,44202,0.86496973,0.92759653,0.76799152
UNetFormer-style ResNet34,42,dunedin_110,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_110.tif,146957,15356,1862,162313,148819,0.89512411,0.94466014,0.61892639
UNetFormer-style ResNet34,42,dunedin_1100,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1100.tif,62185,6911,5801,69096,67986,0.83027358,0.90726718,0.73286892
UNetFormer-style ResNet34,42,dunedin_1101,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1101.tif,65300,6745,6564,72045,71864,0.83069369,0.90751795,0.74560842
UNetFormer-style ResNet34,42,dunedin_1103,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1103.tif,66643,11151,6249,77794,72892,0.79296313,0.88452809,0.66528067
UNetFormer-style ResNet34,42,dunedin_1105,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1105.tif,64028,5551,10123,69579,74151,0.80334245,0.89094831,0.70702832
UNetFormer-style ResNet34,42,dunedin_1106,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1106.tif,58158,4934,9451,63092,67609,0.80170382,0.88993963,0.73133904
UNetFormer-style ResNet34,42,dunedin_1107,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1107.tif,76822,9523,5480,86345,82302,0.83661312,0.91103903,0.70936187
UNetFormer-style ResNet34,42,dunedin_1108,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1108.tif,84018,7069,10792,91087,94810,0.82468418,0.90391991,0.66417755
UNetFormer-style ResNet34,42,dunedin_1109,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1109.tif,66698,6523,6659,73221,73357,0.83497747,0.91006836,0.68965127
UNetFormer-style ResNet34,42,dunedin_111,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_111.tif,76997,3223,4159,80220,81156,0.91251378,0.95425590,0.61606149
UNetFormer-style ResNet34,42,dunedin_1110,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1110.tif,33660,3948,1746,37608,35406,0.85531331,0.92201496,0.73946453
UNetFormer-style ResNet34,42,dunedin_1111,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1111.tif,49640,11233,1518,60873,51158,0.79562757,0.88618329,0.61878564
UNetFormer-style ResNet34,42,dunedin_1113,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1113.tif,20186,3923,3896,24109,24082,0.72079986,0.83774979,0.51011277
UNetFormer-style ResNet34,42,dunedin_1114,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1114.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1115,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1115.tif,3423,95,517,3518,3940,0.84832714,0.91794047,0.78624293
UNetFormer-style ResNet34,42,dunedin_1117,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1117.tif,17053,78148,222,95201,17275,0.17870954,0.30322913,0.25536651
UNetFormer-style ResNet34,42,dunedin_1118,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1118.tif,2394,26722,708,29116,3102,0.08027092,0.14861258,0.22144169
UNetFormer-style ResNet34,42,dunedin_1119,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1119.tif,20246,1117,219,21363,20465,0.93809656,0.96805967,0.77036025
UNetFormer-style ResNet34,42,dunedin_112,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_112.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1120,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1120.tif,0,0,837,0,837,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,42,dunedin_1121,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1121.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1122,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1122.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1123,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1123.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1124,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1124.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1125,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1125.tif,0,0,0,0,0,1.00000000,1.00000000,1.00000000
UNetFormer-style ResNet34,42,dunedin_1126,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1126.tif,0,2474,0,2474,0,0.00000000,0.00000000,0.00000000
UNetFormer-style ResNet34,42,dunedin_1127,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1127.tif,51214,4778,2466,55992,53680,0.87608197,0.93394850,0.72217756
UNetFormer-style ResNet34,42,dunedin_1128,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1128.tif,26205,4282,7788,30487,33993,0.68465056,0.81281017,0.54468468
UNetFormer-style ResNet34,42,dunedin_1129,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1129.tif,66077,3800,9811,69877,75888,0.82919637,0.90662368,0.73297117
UNetFormer-style ResNet34,42,dunedin_113,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_113.tif,10304,1402,990,11706,11294,0.81159420,0.89600000,0.66117009
UNetFormer-style ResNet34,42,dunedin_1130,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1130.tif,62609,7223,3595,69832,66204,0.85267000,0.92047693,0.72702195
UNetFormer-style ResNet34,42,dunedin_1131,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1131.tif,76160,6783,3504,82943,79664,0.88100223,0.93673704,0.80111043
UNetFormer-style ResNet34,42,dunedin_1132,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1132.tif,61733,7448,4545,69181,66278,0.83733011,0.91146399,0.71839558
UNetFormer-style ResNet34,42,dunedin_1133,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1133.tif,66975,7954,2493,74929,69468,0.86506419,0.92765085,0.74494747
UNetFormer-style ResNet34,42,dunedin_1134,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1134.tif,69972,8775,3723,78747,73695,0.84845398,0.91801472,0.76378688
UNetFormer-style ResNet34,42,dunedin_1135,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1135.tif,64229,6679,2271,70908,66500,0.87769715,0.93486551,0.79057664
UNetFormer-style ResNet34,42,dunedin_1136,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1136.tif,39259,5517,7023,44776,46282,0.75791038,0.86228558,0.68228870
UNetFormer-style ResNet34,42,dunedin_1137,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1137.tif,58615,7150,3210,65765,61825,0.84980065,0.91880241,0.75526974
UNetFormer-style ResNet34,42,dunedin_1138,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1138.tif,73141,7949,8989,81090,82130,0.81196505,0.89622595,0.71724990
UNetFormer-style ResNet34,42,dunedin_1139,/path/to/project/data/raw/whu_mix_full_test/test/image/dunedin_1139.tif,59078,7113,9992,66191,69070,0.77547484,0.87354078,0.71121535
